state,post_code,NMI_Bus_res,Sum of Num_DER_Connections,Sum of Installed_DER_capacity_kVA,Sum of Solar_Connections,Sum of Solar_capacity_kVA,Sum of Battery_Connections,Sum of Battery_capacity_kVA,Sum of Battery_Storage_kVAh,Sum of Num_Other_Connections,Sum of Installed_OtherDER_capacity_kVA
VIC,3180,BUSINESS,60,1326.5,60,1326.5,0,0,0,0,0
VIC,3556,BUSINESS,60,1598.7,59,813.7,1,5,14,1,780
VIC,3722,BUSINESS,60,879.76,60,879.76,0,0,0,0,0
VIC,3995,BUSINESS,60,1384.3,60,1384.3,0,0,0,0,0
VIC,3498,BUSINESS,61,1190.8,61,1190.8,0,0,0,0,0
VIC,3665,RESIDENTIAL,61,237,60,227,1,10,9.8,0,0
VIC,3025,BUSINESS,62,2716.085,62,2710.085,1,6,9.8,0,0
VIC,3044,BUSINESS,62,683.69,62,683.69,0,0,0,0,0
VIC,3325,RESIDENTIAL,62,265.3,62,265.3,0,0,0,0,0
VIC,3395,RESIDENTIAL,62,242.79,62,242.79,0,0,0,0,0
VIC,3428,RESIDENTIAL,62,374.21,62,374.21,0,0,0,0,0
VIC,3649,RESIDENTIAL,62,274.8,62,274.8,0,0,0,0,0
VIC,3737,BUSINESS,62,869.2,62,869.2,0,0,0,0,0
VIC,3214,BUSINESS,63,33234.9,61,14025.9,1,9,8.7,1,19200
VIC,3266,BUSINESS,63,1187,63,1187,0,0,0,0,0
VIC,3588,RESIDENTIAL,63,270.3,63,270.3,0,0,0,0,0
VIC,3016,BUSINESS,64,949.35,64,949.35,0,0,0,0,0
VIC,3166,BUSINESS,64,1518.4,63,1518.4,1,0,0,0,0
VIC,3219,BUSINESS,64,1717.399,64,1717.399,0,0,0,0,0
VIC,3300,BUSINESS,65,1346.8,65,1346.8,0,0,0,0,0
VIC,3857,RESIDENTIAL,65,272.9,63,234.9,2,38,37.5,0,0
VIC,3912,BUSINESS,65,1718.7,62,1645.2,3,73.5,100.5,0,0
VIC,3915,BUSINESS,65,1063.7,64,1038.7,3,25,28,0,0
VIC,3212,BUSINESS,66,749.44,66,739.44,2,10,23.8,0,0
VIC,3305,BUSINESS,66,818.9,66,808.9,1,10,5.1,0,0
VIC,3423,RESIDENTIAL,66,258.7,66,258.7,0,0,0,0,0
VIC,3505,BUSINESS,66,2964.8,66,2964.8,0,0,0,0,0
VIC,3003,RESIDENTIAL,67,239.09,67,239.09,0,0,0,0,0
VIC,3477,RESIDENTIAL,67,262.9,67,262.9,0,0,0,0,0
VIC,3011,BUSINESS,68,1784.765,66,1639.765,2,145,640,0,0
VIC,3235,RESIDENTIAL,68,287.65,66,278.05,2,9.6,24.3,0,0
VIC,3268,BUSINESS,68,1044.3,68,1044.3,0,0,0,0,0
VIC,3324,RESIDENTIAL,68,293.799,68,293.799,0,0,0,0,0
VIC,3418,BUSINESS,68,644.4,68,644.4,0,0,0,0,0
VIC,3042,BUSINESS,69,1923.9,68,1904.1,1,19.8,19.8,0,0
VIC,3637,RESIDENTIAL,69,300.2,69,300.2,0,0,0,0,0
VIC,3902,RESIDENTIAL,69,322.7,68,308.7,1,14,14,0,0
VIC,3222,BUSINESS,70,996.6,69,991.6,1,5,14,0,0
VIC,3566,RESIDENTIAL,70,316.7,70,316.7,0,0,0,0,0
VIC,3766,RESIDENTIAL,70,301.4,70,301.4,0,0,0,0,0
VIC,3361,RESIDENTIAL,71,284.4,71,284.4,0,0,0,0,0
VIC,3624,RESIDENTIAL,71,312.86,71,312.86,0,0,0,0,0
VIC,3388,RESIDENTIAL,72,290.7,72,290.7,0,0,0,0,0
VIC,3928,RESIDENTIAL,72,515.5,70,495.5,3,20,31.8,0,0
VIC,3966,RESIDENTIAL,72,241.4,72,241.4,0,0,0,0,0
VIC,3981,BUSINESS,72,1555,72,1555,0,0,0,0,0
VIC,3289,RESIDENTIAL,73,308,73,308,0,0,0,0,0
VIC,3379,RESIDENTIAL,73,310.2,73,310.2,0,0,0,0,0
VIC,3991,RESIDENTIAL,73,317.3,73,317.3,0,0,0,0,0
VIC,3012,BUSINESS,74,1949.04,74,1949.04,0,0,0,0,0
VIC,3170,BUSINESS,74,2478.1,74,2478.1,0,0,0,0,0
VIC,3567,RESIDENTIAL,74,334.3,74,334.3,0,0,0,0,0
VIC,3660,BUSINESS,75,1102.59,74,1101.59,1,1,13.5,0,0
VIC,3939,BUSINESS,75,1769,74,1769,1,0,0,0,0
VIC,3024,BUSINESS,76,897.1,76,897.1,0,0,0,0,0
VIC,3207,BUSINESS,76,21546.5,75,21481.5,0,0,0,1,65
VIC,3744,RESIDENTIAL,76,309.6,76,309.6,0,0,0,0,0
VIC,3860,BUSINESS,76,1168.4,76,1168.4,0,0,0,0,0
VIC,3056,BUSINESS,77,1586.6,77,1586.6,0,0,0,0,0
VIC,3149,BUSINESS,78,1587.5,75,862.2,1,0.3,1.2,2,725
VIC,3294,RESIDENTIAL,78,349,78,349,0,0,0,0,0
VIC,3377,BUSINESS,78,1600.7,77,1590.7,0,0,0,1,10
VIC,3052,RESIDENTIAL,79,275.15,79,275.15,0,0,0,0,0
VIC,3053,RESIDENTIAL,79,219.82,79,219.82,0,0,0,0,0
VIC,3265,BUSINESS,79,1741.5,79,1721.5,1,20,19.6,0,0
VIC,3392,RESIDENTIAL,79,303.3,79,303.3,0,0,0,0,0
VIC,3594,RESIDENTIAL,79,337.6,79,337.6,0,0,0,0,0
VIC,3719,RESIDENTIAL,79,347.55,79,347.55,0,0,0,0,0
VIC,3730,BUSINESS,79,10731.94,78,1281.94,0,0,0,1,9450
VIC,3312,RESIDENTIAL,80,378.5,80,378.5,0,0,0,0,0
VIC,3026,BUSINESS,81,3484.7,81,3484.7,0,0,0,0,0
VIC,3073,BUSINESS,81,1587.48,80,1582.48,1,5,5.1,0,0
VIC,3356,BUSINESS,81,1564.2,81,1554.2,1,10,28,0,0
VIC,3338,BUSINESS,82,14121.32,81,13191.32,0,0,0,1,930
VIC,3646,RESIDENTIAL,82,329.6,82,329.6,0,0,0,0,0
VIC,3568,BUSINESS,83,1540.27,83,1540.27,0,0,0,0,0
VIC,3695,RESIDENTIAL,83,347.1,83,347.1,0,0,0,0,0
VIC,3083,BUSINESS,84,2865.35,84,2865.35,0,0,0,0,0
VIC,3217,BUSINESS,84,635.47,84,625.47,2,10,13,0,0
VIC,3360,RESIDENTIAL,84,367.8,84,367.8,0,0,0,0,0
VIC,3635,RESIDENTIAL,84,374.7,84,374.7,0,0,0,0,0
VIC,3792,RESIDENTIAL,84,286.9,84,286.9,0,0,0,0,0
VIC,3008,BUSINESS,85,30151.6,78,25796.6,0,0,0,7,4355
VIC,3026,RESIDENTIAL,85,402.78,85,402.78,0,0,0,0,0
VIC,3137,BUSINESS,85,2126,85,2126,0,0,0,0,0
VIC,3140,BUSINESS,85,1361.5,84,1361.5,0,0,0,1,0
VIC,3250,BUSINESS,85,28684.5,85,28684.5,0,0,0,0,0
VIC,3666,BUSINESS,85,1079.8,85,1079.8,0,0,0,0,0
VIC,3726,RESIDENTIAL,85,350.9,85,350.9,0,0,0,0,0
VIC,3788,RESIDENTIAL,85,422.7,84,408.7,1,14,13.5,0,0
VIC,3450,BUSINESS,86,1458.2,86,1458.2,0,0,0,0,0
VIC,3865,RESIDENTIAL,86,384.3,83,353.4,3,30.9,30.9,0,0
VIC,3072,BUSINESS,87,1844.38,86,1829.38,1,15,40.5,0,0
VIC,3401,BUSINESS,87,1001.2,87,1001.2,0,0,0,0,0
VIC,3639,RESIDENTIAL,87,377.7,87,377.7,0,0,0,0,0
VIC,3746,RESIDENTIAL,87,348,87,348,0,0,0,0,0
VIC,3447,RESIDENTIAL,88,386.2,88,376.2,2,10,28,0,0
VIC,3396,RESIDENTIAL,89,351.8,89,351.8,0,0,0,0,0
VIC,3521,RESIDENTIAL,89,422.4,89,422.4,0,0,0,0,0
VIC,3629,BUSINESS,89,1958.8,89,1958.8,0,0,0,0,0
VIC,3805,BUSINESS,89,1463.9,89,1463.9,0,0,0,0,0
VIC,3465,BUSINESS,90,1489.96,90,1489.96,0,0,0,0,0
VIC,3779,RESIDENTIAL,90,434.1,88,397.1,2,37,35.8,0,0
VIC,3555,BUSINESS,91,3343.9,91,3343.9,0,0,0,0,0
VIC,3081,BUSINESS,92,2467.475,92,2467.475,0,0,0,0,0
VIC,3171,BUSINESS,92,2618.9,91,2618.9,1,0,0,0,0
VIC,3221,RESIDENTIAL,92,446.2,92,446.2,0,0,0,0,0
VIC,3333,RESIDENTIAL,92,376.999,91,346.999,1,30,18,0,0
VIC,3575,RESIDENTIAL,92,443.9,92,433.9,2,10,28,0,0
VIC,3516,RESIDENTIAL,93,383.399,93,383.399,0,0,0,0,0
VIC,3859,RESIDENTIAL,93,526,89,492,4,34,50.8,0,0
VIC,3931,BUSINESS,93,1395.2,92,1395.2,1,0,0,0,0
VIC,3424,RESIDENTIAL,94,374.6,94,374.6,0,0,0,0,0
VIC,3735,RESIDENTIAL,94,391.9,94,391.9,0,0,0,0,0
VIC,3156,BUSINESS,95,2284.6,95,2284.6,0,0,0,0,0
VIC,3636,BUSINESS,95,6544.5,95,6544.5,0,0,0,0,0
VIC,3711,RESIDENTIAL,96,400.7,96,400.7,0,0,0,0,0
VIC,3139,BUSINESS,97,1576.6,97,1576.6,0,0,0,0,0
VIC,3527,RESIDENTIAL,97,363.5,95,353.5,2,10,13,0,0
VIC,3633,RESIDENTIAL,97,429.2,97,429.2,0,0,0,0,0
VIC,3672,BUSINESS,97,1744.9,95,1734.9,2,10,10,0,0
VIC,3224,BUSINESS,98,2616.6,97,2606.6,1,10,28,0,0
VIC,3616,BUSINESS,99,1959.635,99,1959.635,0,0,0,0,0
VIC,3725,RESIDENTIAL,99,409.6,98,396.1,1,13.5,13.5,0,0
VIC,3732,RESIDENTIAL,99,432.8,99,432.8,0,0,0,0,0
VIC,3786,RESIDENTIAL,99,415.5,98,401.5,1,14,13.5,0,0
VIC,3791,RESIDENTIAL,99,432.2,97,424.3,2,7.9,16.4,0,0
VIC,3533,RESIDENTIAL,100,499.86,100,499.86,0,0,0,0,0
VIC,3586,RESIDENTIAL,100,550.2,100,550.2,0,0,0,0,0
VIC,3178,BUSINESS,101,1514.81,101,1514.81,0,0,0,0,0
VIC,3355,BUSINESS,101,3458.899,101,3458.899,0,0,0,0,0
VIC,3444,BUSINESS,101,1943.9,101,1943.9,0,0,0,0,0
VIC,3549,BUSINESS,101,3969.68,101,3969.68,0,0,0,0,0
VIC,3953,BUSINESS,101,1577.1,99,1557.1,2,20,23.5,0,0
VIC,3150,BUSINESS,102,1319.2,98,1309.2,5,10,14,0,0
VIC,3340,BUSINESS,102,1443.345,102,1443.345,0,0,0,0,0
VIC,3678,BUSINESS,102,998.6,102,998.6,0,0,0,0,0
VIC,3813,RESIDENTIAL,102,435.7,101,425.7,1,10,10,0,0
VIC,3825,BUSINESS,102,1855.5,102,1855.5,0,0,0,0,0
VIC,3136,BUSINESS,103,1642.8,102,1628.8,1,14,13.5,0,0
VIC,3131,BUSINESS,104,1633.9,103,1623.9,3,10,20.5,0,0
VIC,3352,BUSINESS,104,7009.06,102,6259.06,0,0,0,2,750
VIC,3557,RESIDENTIAL,104,476.099,104,476.099,0,0,0,0,0
VIC,3618,RESIDENTIAL,104,451.5,104,451.5,0,0,0,0,0
VIC,3728,RESIDENTIAL,104,416.1,104,416.1,0,0,0,0,0
VIC,3198,BUSINESS,105,1455.8,105,1455.8,0,0,0,0,0
VIC,3301,RESIDENTIAL,105,491.4,105,491.4,0,0,0,0,0
VIC,3400,BUSINESS,105,2611.72,105,2611.72,0,0,0,0,0
VIC,3496,BUSINESS,105,2916.16,105,2916.16,0,0,0,0,0
VIC,3822,RESIDENTIAL,105,452.8,105,452.8,0,0,0,0,0
VIC,3168,BUSINESS,106,4645.3,106,4645.3,0,0,0,0,0
VIC,3691,BUSINESS,106,1487.3,106,1487.3,0,0,0,0,0
VIC,3483,RESIDENTIAL,107,456.7,107,456.7,0,0,0,0,0
VIC,3818,BUSINESS,107,2475.6,107,2475.6,0,0,0,0,0
VIC,3066,RESIDENTIAL,108,300.06,107,295.06,1,5,14,0,0
VIC,3242,RESIDENTIAL,108,466,108,460,1,6,5.8,0,0
VIC,3806,BUSINESS,108,1648.3,107,1643.3,1,5,13.5,0,0
VIC,3933,RESIDENTIAL,108,654.3,107,654.3,1,0,0,0,0
VIC,3152,BUSINESS,109,1071.5,108,1071.5,1,0,0,0,0
VIC,3228,BUSINESS,109,1961.94,108,1941.94,3,20,32.8,0,0
VIC,3429,BUSINESS,109,1916.86,109,1906.86,2,10,13,0,0
VIC,3285,RESIDENTIAL,111,487,111,487,0,0,0,0,0
VIC,3563,RESIDENTIAL,111,555.4,111,555.4,0,0,0,0,0
VIC,3682,RESIDENTIAL,111,508.5,111,508.5,0,0,0,0,0
VIC,3134,BUSINESS,112,2200.6,111,2187.1,1,13.5,13.5,0,0
VIC,3358,RESIDENTIAL,112,584.86,112,584.86,0,0,0,0,0
VIC,3595,RESIDENTIAL,112,479.5,112,479.5,0,0,0,0,0
VIC,3670,RESIDENTIAL,112,407.4,112,407.4,0,0,0,0,0
VIC,3840,BUSINESS,113,2546.7,113,2546.7,0,0,0,0,0
VIC,3121,BUSINESS,115,2546.499,114,2481.499,0,0,0,1,65
VIC,3390,RESIDENTIAL,116,450.699,116,450.699,0,0,0,0,0
VIC,3419,RESIDENTIAL,116,417.2,116,417.2,0,0,0,0,0
VIC,3199,BUSINESS,117,3311.755,117,3306.755,1,5,14,0,0
VIC,3232,RESIDENTIAL,118,536.98,118,531.98,1,5,9.8,0,0
VIC,3697,RESIDENTIAL,119,475.3,119,475.3,0,0,0,0,0
VIC,3850,BUSINESS,119,2711.6,119,2711.6,0,0,0,0,0
VIC,3874,RESIDENTIAL,119,469.3,119,469.3,0,0,0,0,0
VIC,3215,BUSINESS,120,2956.54,119,2936.54,0,0,0,1,20
VIC,3409,RESIDENTIAL,120,428.8,120,428.8,0,0,0,0,0
VIC,3561,BUSINESS,121,1760.1,121,1760.1,0,0,0,0,0
VIC,3659,RESIDENTIAL,121,559.4,120,554.4,1,5,13.5,0,0
VIC,3903,RESIDENTIAL,122,533.5,119,508,3,25.5,34,0,0
VIC,3318,RESIDENTIAL,123,570.5,122,566.5,0,0,0,1,4
VIC,3337,BUSINESS,123,7382.7,123,7382.7,0,0,0,0,0
VIC,3277,RESIDENTIAL,124,632.19,124,632.19,0,0,0,0,0
VIC,3809,BUSINESS,124,1007.6,124,1007.6,0,0,0,0,0
VIC,3570,RESIDENTIAL,125,530.73,125,525.73,1,5,14,0,0
VIC,3720,RESIDENTIAL,125,527,125,527,0,0,0,0,0
VIC,3820,BUSINESS,125,2053.2,125,2036.7,2,16.5,16.5,0,0
VIC,3441,RESIDENTIAL,126,625.8,126,625.8,0,0,0,0,0
VIC,3058,BUSINESS,127,2904.01,126,2899.01,1,5,14,0,0
VIC,3043,BUSINESS,128,3129.31,128,3129.31,0,0,0,0,0
VIC,3332,RESIDENTIAL,128,577.305,128,577.305,0,0,0,0,0
VIC,3623,RESIDENTIAL,128,551.5,128,551.5,0,0,0,0,0
VIC,3490,RESIDENTIAL,129,601.63,129,601.63,0,0,0,0,0
VIC,3579,BUSINESS,130,2514.8,130,2514.8,0,0,0,0,0
VIC,3076,BUSINESS,132,2002.63,132,2002.63,0,0,0,0,0
VIC,3558,RESIDENTIAL,133,460.08,133,460.08,0,0,0,0,0
VIC,3537,RESIDENTIAL,134,549.4,134,549.4,0,0,0,0,0
VIC,3699,RESIDENTIAL,134,523.29,134,523.29,0,0,0,0,0
VIC,3220,BUSINESS,136,10005.9,134,3305.9,0,0,0,2,6700
VIC,3795,RESIDENTIAL,136,611.4,135,606.4,1,5,13.5,0,0
VIC,3803,BUSINESS,136,3185.2,134,3185.2,2,0,0,0,0
VIC,3192,BUSINESS,137,2852.8,135,2852.8,2,0,0,0,0
VIC,3844,BUSINESS,140,2616.5,140,2616.5,0,0,0,0,0
VIC,3640,RESIDENTIAL,141,747.99,141,742.99,1,5,9.8,0,0
VIC,3750,BUSINESS,141,812.3,141,812.3,0,0,0,0,0
VIC,3584,RESIDENTIAL,142,735.76,141,732.26,1,3.5,6.5,0,0
VIC,3585,BUSINESS,142,3734.62,142,3734.62,0,0,0,0,0
VIC,3759,RESIDENTIAL,144,684.3,143,674.4,1,9.9,9.6,0,0
VIC,3631,BUSINESS,145,2726.2,144,2720.2,1,6,5.8,0,0
VIC,3677,BUSINESS,145,2920.4,144,2920.4,0,0,0,1,0
VIC,3875,BUSINESS,148,3554.2,147,3548.4,1,5.8,13.5,0,0
VIC,3062,RESIDENTIAL,150,761.279,149,758.279,1,3,5.1,0,0
VIC,3216,BUSINESS,151,12377.31,150,12367.31,2,10,20.5,0,0
VIC,3944,RESIDENTIAL,151,872.1,147,847.1,8,25,51.8,0,0
VIC,3951,RESIDENTIAL,151,648.49,151,648.49,0,0,0,0,0
VIC,3988,RESIDENTIAL,151,669.5,151,666.7,1,2.8,2.8,0,0
VIC,3923,RESIDENTIAL,152,628.7,151,623.7,1,5,13.5,0,0
VIC,3446,RESIDENTIAL,153,614.8,153,604.8,2,10,28,0,0
VIC,3620,BUSINESS,153,3033.4,153,3033.4,0,0,0,0,0
VIC,3644,BUSINESS,153,3280.6,153,3280.6,0,0,0,0,0
VIC,3189,BUSINESS,154,1950.4,153,1950.4,1,0,0,0,0
VIC,3713,RESIDENTIAL,154,610.5,153,605.5,1,5,13.5,0,0
VIC,3280,BUSINESS,155,2674.4,155,2674.4,0,0,0,0,0
VIC,3761,RESIDENTIAL,155,641.5,154,627.5,1,14,13.5,0,0
VIC,3096,RESIDENTIAL,158,632.8,158,632.8,0,0,0,0,0
VIC,3856,RESIDENTIAL,158,660.93,158,660.93,0,0,0,0,0
VIC,3051,RESIDENTIAL,159,518.585,158,513.585,1,5,14,0,0
VIC,3580,RESIDENTIAL,159,675.2,159,675.2,0,0,0,0,0
VIC,3614,RESIDENTIAL,159,778.659,159,778.659,0,0,0,0,0
VIC,3315,RESIDENTIAL,160,673.42,159,668.42,0,0,0,1,5
VIC,3067,RESIDENTIAL,161,572.1,161,572.1,0,0,0,0,0
VIC,3945,RESIDENTIAL,161,695.4,161,695.4,0,0,0,0,0
VIC,3371,RESIDENTIAL,165,630.29,165,630.29,0,0,0,0,0
VIC,3272,RESIDENTIAL,167,738,167,738,0,0,0,0,0
VIC,3962,RESIDENTIAL,167,586.6,167,586.6,0,0,0,0,0
VIC,3311,RESIDENTIAL,169,706.96,168,701.86,0,0,0,1,5.1
VIC,3854,RESIDENTIAL,169,720.5,168,715.9,1,4.6,11.5,0,0
VIC,3023,BUSINESS,172,9521.965,172,9516.965,1,5,6.5,0,0
VIC,3097,RESIDENTIAL,172,878.4,167,840.4,5,38,54.9,0,0
VIC,3202,RESIDENTIAL,172,727,170,716,3,11,19.8,0,0
VIC,3211,RESIDENTIAL,173,845.2,172,840.2,1,5,14,0,0
VIC,3448,RESIDENTIAL,173,701.95,173,701.95,0,0,0,0,0
VIC,3740,RESIDENTIAL,173,712.7,173,712.7,0,0,0,0,0
VIC,3992,RESIDENTIAL,173,742.9,172,737.9,1,5,13.5,0,0
VIC,3464,RESIDENTIAL,178,745.75,178,745.75,0,0,0,0,0
VIC,3205,RESIDENTIAL,179,655.72,179,650.72,1,5,9.8,0,0
VIC,3916,RESIDENTIAL,179,928.1,178,907.1,4,21,51.6,0,0
VIC,3664,RESIDENTIAL,180,769.5,179,764.5,1,5,14,0,0
VIC,3091,RESIDENTIAL,182,1108.5,180,1092.8,3,15.7,24.5,0,0
VIC,3264,RESIDENTIAL,183,873,183,873,0,0,0,0,0
VIC,3641,RESIDENTIAL,185,858.5,185,858.5,0,0,0,0,0
VIC,3687,RESIDENTIAL,185,711.7,185,711.7,0,0,0,0,0
VIC,3551,BUSINESS,189,4304.5,189,4294.5,2,10,28,0,0
VIC,3281,RESIDENTIAL,190,908.92,190,898.92,1,10,6.6,0,0
VIC,3090,RESIDENTIAL,191,1203.9,189,1161.9,2,42,41,0,0
VIC,3870,RESIDENTIAL,191,630.6,191,630.6,0,0,0,0,0
VIC,3159,RESIDENTIAL,193,770.5,191,759,2,11.5,20,0,0
VIC,3201,BUSINESS,194,4215.7,191,4215.7,3,0,0,0,0
VIC,3754,BUSINESS,194,1372.1,194,1372.1,0,0,0,0,0
VIC,3518,RESIDENTIAL,195,744.5,195,739.5,1,5,14,0,0
VIC,3268,RESIDENTIAL,198,996.75,195,949.65,1,3,3.3,2,44.1
VIC,3882,RESIDENTIAL,198,900.2,195,867.2,3,33,41.5,0,0
VIC,3937,RESIDENTIAL,198,1037.2,193,1022.5,8,14.6,23.8,0,0
VIC,3438,RESIDENTIAL,200,962.129,200,957.129,1,5,14,0,0
VIC,3610,RESIDENTIAL,200,840.22,200,840.22,0,0,0,0,0
VIC,3143,RESIDENTIAL,203,881.665,203,881.665,0,0,0,0,0
VIC,3480,RESIDENTIAL,203,741.16,203,741.16,0,0,0,0,0
VIC,3381,RESIDENTIAL,206,865.898,206,865.898,0,0,0,0,0
VIC,3698,RESIDENTIAL,207,719,207,714.2,1,4.8,4.5,0,0
VIC,3321,RESIDENTIAL,208,958.5,206,945,2,10,27.3,1,3.5
VIC,3440,RESIDENTIAL,208,959.86,208,959.86,0,0,0,0,0
VIC,3987,RESIDENTIAL,210,895.4,209,887.7,1,7.7,6.9,0,0
VIC,3467,RESIDENTIAL,214,901.399,214,896.399,1,5,14,0,0
VIC,3525,RESIDENTIAL,214,886.9,214,886.9,0,0,0,0,0
VIC,3065,RESIDENTIAL,215,687.325,215,647.325,4,40,70.2,0,0
VIC,3701,RESIDENTIAL,215,994.3,213,937.4,2,56.9,56.9,0,0
VIC,3074,BUSINESS,217,4503.7,217,4503.7,0,0,0,0,0
VIC,3810,BUSINESS,217,3408.6,217,3408.6,0,0,0,0,0
VIC,3462,RESIDENTIAL,219,810.59,219,810.59,0,0,0,0,0
VIC,3142,RESIDENTIAL,222,1362.6,222,1337.1,8,25.5,66.2,0,0
VIC,3195,BUSINESS,222,5212.4,220,5212.4,2,0,0,0,0
VIC,3141,RESIDENTIAL,223,919.605,223,919.605,0,0,0,0,0
VIC,3812,RESIDENTIAL,223,1002.7,223,999.7,1,3,6.5,0,0
VIC,3669,RESIDENTIAL,224,781.799,224,781.799,0,0,0,0,0
VIC,3020,BUSINESS,225,25593.4,224,25093.4,0,0,0,1,500
VIC,3266,RESIDENTIAL,225,988.99,224,983.99,0,0,0,1,5
VIC,3341,RESIDENTIAL,225,963.895,224,957.895,0,0,0,1,6
VIC,3929,RESIDENTIAL,225,1240.3,216,1212.8,10,27.5,20.6,0,0
VIC,3265,RESIDENTIAL,226,1050.2,226,1035.2,4,15,24.3,0,0
VIC,3564,BUSINESS,226,14496.699,226,14496.699,0,0,0,0,0
VIC,3688,RESIDENTIAL,227,1021.1,227,1021.1,0,0,0,0,0
VIC,3783,RESIDENTIAL,227,994.1,224,946.8,4,47.3,29.8,0,0
VIC,3690,BUSINESS,228,4733.02,227,4732.02,1,1,10,0,0
VIC,3173,BUSINESS,229,3469.2,226,3463.4,3,5.8,14,0,0
VIC,3345,RESIDENTIAL,230,1117.904,230,1112.904,1,5,14,0,0
VIC,3549,RESIDENTIAL,230,1284.36,230,1284.36,0,0,0,0,0
VIC,3517,RESIDENTIAL,235,909.8,234,896.9,2,9.9,27.8,1,3
VIC,3869,RESIDENTIAL,237,1003.2,236,998.2,1,5,13.5,0,0
VIC,3892,RESIDENTIAL,237,734.1,234,693.6,3,40.5,40.5,0,0
VIC,3700,RESIDENTIAL,238,942.3,238,942.3,0,0,0,0,0
VIC,3814,RESIDENTIAL,240,1072.1,239,1067.1,1,5,13.2,0,0
VIC,3414,RESIDENTIAL,242,1022.28,241,1019.28,1,3,5.1,0,0
VIC,3763,RESIDENTIAL,243,929.9,242,924.9,1,5,13.5,0,0
VIC,3878,RESIDENTIAL,243,1041.3,241,1008.5,3,32.8,32.3,0,0
VIC,3328,RESIDENTIAL,248,14607.925,243,1087.925,4,20,56,1,13500
VIC,3093,RESIDENTIAL,249,1129.8,248,1124,1,5.8,5.8,0,0
VIC,3515,RESIDENTIAL,252,1242.499,251,1221.499,4,21,47.8,0,0
VIC,3847,RESIDENTIAL,254,1012.2,254,1005.7,1,6.5,6.5,0,0
VIC,3350,BUSINESS,257,25494.565,256,25449.565,1,45,124.2,0,0
VIC,3634,RESIDENTIAL,260,1274.52,260,1269.52,1,5,14,0,0
VIC,3282,RESIDENTIAL,261,1117.44,259,1111.44,1,5,9.6,1,1
VIC,3061,BUSINESS,264,8891.025,264,8891.025,0,0,0,0,0
VIC,3240,RESIDENTIAL,264,1355.57,262,1320.57,6,35,68.8,0,0
VIC,3453,RESIDENTIAL,267,1244.95,265,1225.95,4,19,36.7,0,0
VIC,3612,RESIDENTIAL,268,1088.25,268,1088.25,0,0,0,0,0
VIC,3472,RESIDENTIAL,269,952.199,269,952.199,0,0,0,0,0
VIC,3061,RESIDENTIAL,271,1356.725,270,1353.725,1,3,5.1,0,0
VIC,3373,RESIDENTIAL,272,1145.05,272,1145.05,0,0,0,0,0
VIC,3885,RESIDENTIAL,273,980.1,272,975.1,1,5,13.5,0,0
VIC,3182,RESIDENTIAL,277,1036.15,275,996.15,9,40,88.8,0,0
VIC,3370,RESIDENTIAL,279,1090.729,278,1084.729,1,6,5.8,0,0
VIC,3153,BUSINESS,280,6033.6,280,6033.6,0,0,0,0,0
VIC,3831,RESIDENTIAL,283,1159.9,283,1159.9,0,0,0,0,0
VIC,3758,RESIDENTIAL,286,1203.4,285,1198.4,1,5,13.5,0,0
VIC,3207,RESIDENTIAL,287,1063.58,287,1048.58,3,15,37.8,0,0
VIC,3621,RESIDENTIAL,289,1251.74,287,1242.74,2,9,8.7,0,0
VIC,3501,RESIDENTIAL,290,1902.09,290,1902.09,0,0,0,0,0
VIC,3364,RESIDENTIAL,291,1309.199,289,1293.199,4,16,38.2,0,0
VIC,3054,RESIDENTIAL,293,858.2,293,858.2,0,0,0,0,0
VIC,3683,RESIDENTIAL,293,1118.3,292,1113.3,1,5,13.5,0,0
VIC,3114,RESIDENTIAL,294,1437.2,294,1434.2,1,3,6.5,0,0
VIC,3673,RESIDENTIAL,294,1102,294,1102,0,0,0,0,0
VIC,3304,RESIDENTIAL,295,1234.099,295,1234.099,0,0,0,0,0
VIC,3393,RESIDENTIAL,297,1233.96,297,1233.96,0,0,0,0,0
VIC,3181,RESIDENTIAL,299,1121.395,299,1111.395,2,10,23.8,0,0
VIC,3823,RESIDENTIAL,300,1188.6,297,1169.6,3,19,19,0,0
VIC,3233,RESIDENTIAL,301,1366.195,298,1306.195,10,60,109.4,0,0
VIC,3927,RESIDENTIAL,302,1315.565,299,1305.865,5,9.6,2.5,0,0
VIC,3959,RESIDENTIAL,302,1073.6,302,1073.6,0,0,0,0,0
VIC,3638,RESIDENTIAL,303,1405.16,303,1405.16,0,0,0,0,0
VIC,3793,RESIDENTIAL,303,1147.5,301,1129,2,14.5,13.5,0,0
VIC,3707,RESIDENTIAL,304,1139.2,304,1139.2,0,0,0,0,0
VIC,3102,RESIDENTIAL,310,1222.42,310,1212.42,2,10,28,0,0
VIC,3241,RESIDENTIAL,311,1385.9,309,1356.4,5,29.6,45.8,0,0
VIC,3500,BUSINESS,311,57359.58,311,57344.58,1,15,42,0,0
VIC,3115,RESIDENTIAL,312,1583.2,312,1583.2,0,0,0,0,0
VIC,3284,RESIDENTIAL,316,1375.795,316,1370.795,1,5,6.5,0,0
VIC,3126,RESIDENTIAL,317,1634.38,317,1609.48,3,25,58.3,0,0
VIC,3550,BUSINESS,317,7389.65,317,7389.65,0,0,0,0,0
