,Year,Lga,PenTotal,CPDTotal,CPCTotal,GrowthTotal,PenBattery,CPDBattery,CPCBattery,GrowthBattery,PenSolar,CPDSolar,CPCSolar,GrowthSolar,PenOther,CPDOther,CPCOther,GrowthOther,BSR
1294,2021,46450.0,2.5422612513721186,30.601756311745337,12.037219343696028,2512.3679999999995,0.052689352360043906,0.2548847420417124,4.8374999999999995,162.23999999999998,2.5159165751920964,30.30515916575192,12.045375218150086,2342.027999999999,0.0,0.0,0.0,0.0,0.020942408376963352
1295,2022,46450.0,2.9403824521934756,36.739437570303714,12.49478194338179,2512.3679999999995,0.0719910011248594,0.4659167604049494,6.471875,162.23999999999998,2.9088863892013497,36.24314960629921,12.459458623356536,2342.027999999999,0.0,0.0,0.0,0.0,0.02474864655839134
1296,2023,46450.0,2.947483588621444,37.14722100656455,12.603028953229398,2512.3679999999995,0.087527352297593,0.537199124726477,6.1375,162.23999999999998,2.903719912472648,36.485295404814,12.565018839487566,2342.027999999999,0.0,0.0,0.0,0.0,0.03014318010550113
1297,2024,46450.0,3.052972972972973,38.72687567567568,12.684971671388102,2512.3679999999995,0.12324324324324325,0.8079999999999999,6.556140350877193,162.23999999999998,2.983783783783784,37.879956756756755,12.69527536231884,2342.027999999999,0.0,0.0,0.0,0.0,0.041304347826086954
1298,2021,46510.0,2.656465942744324,50.554600197433366,19.0307729468599,211647.86879999997,0.034550839091806514,0.17354392892398818,5.022857142857143,171611.59999999995,2.627838104639684,50.381253701875615,19.172129977460557,30616.328799999996,0.0,0.0,0.0,9419.999999999998,0.01314800901577761
1299,2022,46510.0,3.450359712230216,101.86841055155875,29.52399721990548,211647.86879999997,0.04028776978417266,10.337458033573142,256.59047619047624,171611.59999999995,3.416786570743405,78.5816,22.99868556990455,30616.328799999996,0.004796163069544364,12.949640287769784,2700.0,9419.999999999998,0.011791128579449747
1300,2023,46510.0,3.5313653136531364,105.00659409594095,29.735409613375133,211647.86879999997,0.045202952029520294,9.676937269372695,214.07755102040818,171611.59999999995,3.493542435424354,81.3539188191882,23.286941642461052,30616.328799999996,0.008302583025830259,13.976014760147601,1683.3333333333333,9419.999999999998,0.012939001848428836
1301,2024,46510.0,3.7614098508811566,362.7791667419792,96.44765689572321,211647.86879999997,0.06778129236330772,258.7354722096701,3817.2106666666664,171611.59999999995,3.711703569814731,90.35214460009037,24.342500121743367,30616.328799999996,0.008133755083596927,13.691821057388161,1683.3333333333333,9419.999999999998,0.018261504747991233
1302,2021,46670.0,4.845010615711253,132.51738853503184,27.351310254163018,53492.65819999999,0.016985138004246284,0.14861995753715498,8.75,33882.17999999999,4.832271762208068,132.3687685774947,27.392658172231986,19610.478199999994,0.0,0.0,0.0,0.0,0.0035149384885764497
1303,2022,46670.0,6.197505197505198,168.5949833679834,27.20368567594767,53492.65819999999,0.029106029106029108,0.2390852390852391,8.214285714285714,33882.17999999999,6.185031185031185,168.35589812889813,27.21989478991597,19610.478199999994,0.0,0.0,0.0,0.0,0.004705882352941176
