,Year,Lga,Type,TotalCapacity,BatteryCapacity,SolarCapacity,OtherCapacity,TotalDerConnections,BatteryConnections,SolarConnections,OtherConnections,TotalPopulation,PopulationDensity,MedianAge,MedianEquivalisedHouseholdIncome,Certificate,AdvDiploma,BachelorDegree,GraduateDiploma,Postgraduate,TotalDwelling
341,2022,15950.0,RESIDENTIAL,72051.55,5586.2,66464.75,0.0,13292.0,898.0,13080.0,0.0,69373.0,6612.6,38.9,1959.0,7.3,9.5,37.1,4.1,18.3,37603.0
342,2023,15950.0,RESIDENTIAL,79300.17,6335.6,72964.57,0.0,14094.0,1026.0,13846.0,0.0,72017.0,6864.6,38.3,1959.0,7.3,9.5,37.1,4.1,18.3,37603.0
343,2024,15950.0,RESIDENTIAL,90356.33,8260.6,82096.13,0.0,15236.0,1326.0,14890.0,0.0,72909.0,6949.7,38.2,1959.0,7.3,9.5,37.1,4.1,18.3,37603.0
344,2021,15990.0,RESIDENTIAL,419173.360006,25269.0,393910.760006,0.0,85200.0,4002.0,84514.0,0.0,264567.0,1040.8,41.5,1557.0,15.6,11.6,25.9,2.8,9.0,102024.0
345,2022,15990.0,RESIDENTIAL,483922.534,29910.4,454018.534,0.0,92532.0,4826.0,91594.0,0.0,263340.0,1035.9,41.7,1557.0,15.6,11.6,25.9,2.8,9.0,102024.0
346,2023,15990.0,RESIDENTIAL,547834.444,35439.8,512329.844,0.0,99070.0,5576.0,97926.0,0.0,267899.0,1053.9,41.4,1557.0,15.6,11.6,25.9,2.8,9.0,102024.0
347,2024,15990.0,RESIDENTIAL,640728.384,48179.52,592523.664,0.0,107380.0,7270.0,105870.0,0.0,270772.0,1065.2,41.4,1557.0,15.6,11.6,25.9,2.8,9.0,102024.0
348,2021,16100.0,RESIDENTIAL,202998.664,2644.8,200245.864,36.0,43568.0,528.0,43508.0,6.0,5567.0,1.5,47.3,951.0,24.0,6.7,9.4,1.4,2.4,2506.0
349,2022,16100.0,RESIDENTIAL,205377.44,2638.8,202678.94,36.0,43802.0,522.0,43748.0,6.0,5596.0,1.5,46.6,951.0,24.0,6.7,9.4,1.4,2.4,2506.0
350,2023,16100.0,RESIDENTIAL,207503.99,2678.8,204747.19,36.0,44030.0,526.0,43976.0,6.0,5600.0,1.5,47.1,951.0,24.0,6.7,9.4,1.4,2.4,2506.0
351,2024,16100.0,RESIDENTIAL,216211.22,2902.6,213260.62,36.0,44884.0,556.0,44820.0,6.0,5604.0,1.5,47.5,951.0,24.0,6.7,9.4,1.4,2.4,2506.0
352,2021,16150.0,RESIDENTIAL,100916.398,1822.8000000000002,99093.598,0.0,21016.0,360.0,21016.0,0.0,43750.0,153.9,36.7,1054.0,23.5,8.9,14.6,2.1,4.5,17655.0
353,2022,16150.0,RESIDENTIAL,101387.95999999999,1822.8000000000002,99565.16,0.0,21076.0,360.0,21076.0,0.0,43964.0,154.7,37.0,1054.0,23.5,8.9,14.6,2.1,4.5,17655.0
354,2023,16150.0,RESIDENTIAL,102004.96,1822.8000000000002,100182.16,0.0,21132.0,360.0,21132.0,0.0,44236.0,155.6,37.1,1054.0,23.5,8.9,14.6,2.1,4.5,17655.0
355,2024,16150.0,RESIDENTIAL,105313.12,1864.8000000000002,103448.32,0.0,21430.0,372.0,21416.0,0.0,44610.0,157.0,37.1,1054.0,23.5,8.9,14.6,2.1,4.5,17655.0
356,2021,16200.0,RESIDENTIAL,99882.6,246.0,99636.6,0.0,21154.0,54.0,21154.0,0.0,14451.0,2.4,40.3,873.0,25.2,6.5,8.7,1.1,1.7,6178.0
357,2022,16200.0,RESIDENTIAL,100342.8,246.0,100096.8,0.0,21222.0,54.0,21222.0,0.0,14346.0,2.4,40.3,873.0,25.2,6.5,8.7,1.1,1.7,6178.0
358,2023,16200.0,RESIDENTIAL,100465.4,246.0,100219.4,0.0,21220.0,54.0,21220.0,0.0,14255.0,2.4,40.6,873.0,25.2,6.5,8.7,1.1,1.7,6178.0
359,2024,16200.0,RESIDENTIAL,103633.84,330.8,103303.04,0.0,21442.0,66.0,21432.0,0.0,14236.0,2.4,40.7,873.0,25.2,6.5,8.7,1.1,1.7,6178.0
360,2021,16260.0,RESIDENTIAL,590096.88,2632.6,587463.88,0.0,133322.0,470.0,133220.0,0.0,258527.0,3083.9,35.4,1225.0,10.7,9.6,27.1,2.3,14.8,102443.0
361,2022,16260.0,RESIDENTIAL,633240.126,3105.2,630134.326,0.0,137972.0,566.0,137850.0,0.0,260472.0,3107.1,35.5,1225.0,10.7,9.6,27.1,2.3,14.8,102443.0
362,2023,16260.0,RESIDENTIAL,677642.49,3720.0,673924.09,0.0,142438.0,670.0,142304.0,0.0,269095.0,3210.0,35.3,1225.0,10.7,9.6,27.1,2.3,14.8,102443.0
363,2024,16260.0,RESIDENTIAL,752599.826,5500.6,747101.026,0.0,149566.0,956.0,149378.0,0.0,274956.0,3279.9,35.5,1225.0,10.7,9.6,27.1,2.3,14.8,102443.0
364,2021,16350.0,RESIDENTIAL,699945.15,182.39999999999998,699606.75,156.0,135740.0,36.0,135716.0,12.0,219239.0,541.7,35.1,1104.0,23.2,8.9,11.8,1.4,4.1,77368.0
365,2022,16350.0,RESIDENTIAL,731072.5,182.39999999999998,730734.1,156.0,139258.0,36.0,139234.0,12.0,220915.0,545.9,35.2,1104.0,23.2,8.9,11.8,1.4,4.1,77368.0
366,2023,16350.0,RESIDENTIAL,765606.31,255.6,765194.91,156.0,142930.0,48.0,142898.0,12.0,224430.0,554.6,35.3,1104.0,23.2,8.9,11.8,1.4,4.1,77368.0
367,2024,16350.0,RESIDENTIAL,843596.164,348.2,843092.3640000001,156.0,150438.0,60.0,150402.0,12.0,228661.0,565.0,35.5,1104.0,23.2,8.9,11.8,1.4,4.1,77368.0
368,2021,16380.0,RESIDENTIAL,400172.912,10607.0,389185.512,0.0,104510.0,2058.0,104366.0,0.0,86638.0,23.5,48.9,822.0,26.1,9.7,11.9,1.9,3.1,38174.0
369,2022,16380.0,RESIDENTIAL,406154.89,10629.0,395301.07,0.0,105240.0,2052.0,105102.0,0.0,88305.0,24.0,49.0,822.0,26.1,9.7,11.9,1.9,3.1,38174.0
370,2023,16380.0,RESIDENTIAL,408224.87,10725.0,397151.27,0.0,105456.0,2062.0,105318.0,0.0,89598.0,24.3,49.0,822.0,26.1,9.7,11.9,1.9,3.1,38174.0
371,2024,16380.0,RESIDENTIAL,415625.88,11137.4,404374.28,0.0,106292.0,2086.0,106150.0,0.0,90835.0,24.7,49.1,822.0,26.1,9.7,11.9,1.9,3.1,38174.0
372,2021,16400.0,RESIDENTIAL,520113.48,18147.2,501296.88,0.0,102590.0,3330.0,102274.0,0.0,75328.0,87.8,46.6,878.0,27.7,9.7,9.6,1.6,2.6,34100.0
373,2022,16400.0,RESIDENTIAL,574541.8,19457.4,555004.4400000001,39.599999999999994,109290.0,3568.0,108926.0,6.0,76669.0,89.3,47.0,878.0,27.7,9.7,9.6,1.6,2.6,34100.0
374,2023,16400.0,RESIDENTIAL,622018.5599999999,22028.600000000002,599888.4,39.599999999999994,114638.0,3904.0,114186.0,6.0,77742.0,90.6,47.0,878.0,27.7,9.7,9.6,1.6,2.6,34100.0
375,2024,16400.0,RESIDENTIAL,696200.038,29817.6,666306.358,39.599999999999994,122088.0,4770.0,121438.0,6.0,78906.0,91.9,47.2,878.0,27.7,9.7,9.6,1.6,2.6,34100.0
376,2021,16490.0,RESIDENTIAL,364806.89,11746.6,353009.29,0.0,77877.0,2216.0,77724.0,0.0,63404.0,11.9,37.7,1447.0,20.2,10.5,16.4,3.2,8.6,25291.0
377,2022,16490.0,RESIDENTIAL,372399.591,12506.0,359638.351,0.0,79059.0,2416.0,78768.0,0.0,64236.0,12.1,37.9,1447.0,20.2,10.5,16.4,3.2,8.6,25291.0
378,2023,16490.0,RESIDENTIAL,385472.631,14259.0,371182.431,0.0,80391.0,2677.0,79959.0,0.0,65353.0,12.3,37.9,1447.0,20.2,10.5,16.4,3.2,8.6,25291.0
379,2024,16490.0,RESIDENTIAL,413080.801,16758.4,396314.401,0.0,83117.0,2990.0,82514.0,0.0,66855.0,12.6,38.0,1447.0,20.2,10.5,16.4,3.2,8.6,25291.0
380,2021,16550.0,RESIDENTIAL,128542.7,7031.4,121509.1,0.0,27964.0,1194.0,27666.0,0.0,135219.0,3721.9,37.2,1524.0,11.6,9.0,27.6,2.6,13.1,57369.0
381,2022,16550.0,RESIDENTIAL,146959.31,7764.2,139193.31,0.0,30160.0,1324.0,29820.0,0.0,135750.0,3736.5,36.6,1524.0,11.6,9.0,27.6,2.6,13.1,57369.0
382,2023,16550.0,RESIDENTIAL,163306.5,8411.6,154848.4,0.0,31984.0,1434.0,31602.0,0.0,141828.0,3903.8,35.4,1524.0,11.6,9.0,27.6,2.6,13.1,57369.0
383,2024,16550.0,RESIDENTIAL,185994.428,10639.8,175336.528,0.0,34372.0,1738.0,33884.0,0.0,144598.0,3980.0,34.8,1524.0,11.6,9.0,27.6,2.6,13.1,57369.0
384,2021,16610.0,RESIDENTIAL,398531.0,6790.8,391740.8,0.0,98442.0,1476.0,98412.0,0.0,23595.0,7.7,45.2,735.0,24.9,6.5,7.1,1.1,1.3,9675.0
385,2022,16610.0,RESIDENTIAL,399276.56,6770.8,392506.36,0.0,98488.0,1472.0,98458.0,0.0,23700.0,7.8,45.4,735.0,24.9,6.5,7.1,1.1,1.3,9675.0
386,2023,16610.0,RESIDENTIAL,399167.56,6760.8,392407.16,0.0,98432.0,1470.0,98402.0,0.0,23703.0,7.8,45.8,735.0,24.9,6.5,7.1,1.1,1.3,9675.0
387,2024,16610.0,RESIDENTIAL,403838.232,6961.2,396877.832,0.0,98780.0,1486.0,98746.0,0.0,23892.0,7.8,46.1,735.0,24.9,6.5,7.1,1.1,1.3,9675.0
388,2021,16700.0,RESIDENTIAL,312225.87,12464.2,299764.27,0.0,65218.0,1972.0,64858.0,0.0,129813.0,3207.3,36.9,1320.0,10.8,9.5,28.9,2.5,15.0,53917.0
389,2022,16700.0,RESIDENTIAL,356300.274,14165.2,342138.274,0.0,69908.0,2280.0,69418.0,0.0,131168.0,3240.7,36.9,1320.0,10.8,9.5,28.9,2.5,15.0,53917.0
390,2023,16700.0,RESIDENTIAL,394170.434,16240.2,377880.234,0.0,73598.0,2582.0,73018.0,0.0,135705.0,3352.8,36.5,1320.0,10.8,9.5,28.9,2.5,15.0,53917.0
391,2024,16700.0,RESIDENTIAL,455515.794,20650.920000000002,434850.474,0.0,79112.0,3224.0,78390.0,0.0,139047.0,3435.4,36.3,1320.0,10.8,9.5,28.9,2.5,15.0,53917.0
392,2021,16900.0,RESIDENTIAL,300255.58,0.0,299973.58,282.0,59228.0,0.0,59204.0,24.0,76492.0,518.9,39.1,977.0,28.3,9.6,9.6,1.5,2.5,28891.0
393,2022,16900.0,RESIDENTIAL,309597.294,0.0,309315.294,282.0,60414.0,0.0,60390.0,24.0,78330.0,531.3,39.1,977.0,28.3,9.6,9.6,1.5,2.5,28891.0
394,2023,16900.0,RESIDENTIAL,326856.314,200.0,326374.314,282.0,62408.0,4.0,62380.0,24.0,79725.0,540.8,38.9,977.0,28.3,9.6,9.6,1.5,2.5,28891.0
395,2024,16900.0,RESIDENTIAL,355439.61,300.0,354857.61,282.0,65370.0,6.0,65340.0,24.0,81566.0,553.3,38.9,977.0,28.3,9.6,9.6,1.5,2.5,28891.0
396,2021,16950.0,RESIDENTIAL,419697.68,2587.2,416690.48,390.0,88390.0,564.0,88306.0,36.0,108550.0,23.8,48.3,803.0,26.6,9.1,10.6,2.0,3.3,55463.0
397,2022,16950.0,RESIDENTIAL,430008.076,2581.2,427034.876,392.0,89656.0,558.0,89574.0,40.0,109604.0,24.0,48.3,803.0,26.6,9.1,10.6,2.0,3.3,55463.0
398,2023,16950.0,RESIDENTIAL,443047.936,2805.2,439849.736,393.0,91152.0,566.0,91064.0,42.0,109888.0,24.1,48.4,803.0,26.6,9.1,10.6,2.0,3.3,55463.0
399,2024,16950.0,RESIDENTIAL,477776.026,2964.0,474421.026,393.0,95020.0,582.0,94922.0,42.0,110803.0,24.3,48.4,803.0,26.6,9.1,10.6,2.0,3.3,55463.0
400,2021,17000.0,RESIDENTIAL,509716.158,12869.6,496197.158,0.0,88280.0,2212.0,88064.0,0.0,24725.0,5.1,36.7,1157.0,31.1,7.7,8.6,1.2,1.9,9255.0
401,2022,17000.0,RESIDENTIAL,558249.73,14661.8,543507.37,39.599999999999994,93828.0,2520.0,93566.0,6.0,25093.0,5.1,37.0,1157.0,31.1,7.7,8.6,1.2,1.9,9255.0
402,2023,17000.0,RESIDENTIAL,602222.95,16801.4,585317.39,39.599999999999994,98564.0,2810.0,98246.0,6.0,25328.0,5.2,37.1,1157.0,31.1,7.7,8.6,1.2,1.9,9255.0
403,2024,17000.0,RESIDENTIAL,672550.008,22971.44,649509.448,49.599999999999994,105308.0,3544.0,104874.0,8.0,25639.0,5.2,37.7,1157.0,31.1,7.7,8.6,1.2,1.9,9255.0
404,2021,17040.0,RESIDENTIAL,416682.912,14094.6,402518.312,0.0,92517.0,2510.0,92348.0,0.0,21667.0,1.4,42.9,1026.0,25.0,8.8,13.3,2.0,3.8,10589.0
405,2022,17040.0,RESIDENTIAL,458553.547,18032.4,439341.587,0.0,97665.0,3388.0,96908.0,0.0,21823.0,1.4,42.7,1026.0,25.0,8.8,13.3,2.0,3.8,10589.0
406,2023,17040.0,RESIDENTIAL,513098.945,25056.4,487913.145,0.0,103461.0,4537.0,102181.0,0.0,22131.0,1.5,42.5,1026.0,25.0,8.8,13.3,2.0,3.8,10589.0
407,2024,17040.0,RESIDENTIAL,584884.349,31207.4,553637.149,0.0,110763.0,5504.0,108984.0,0.0,22292.0,1.5,42.6,1026.0,25.0,8.8,13.3,2.0,3.8,10589.0
408,2021,17080.0,RESIDENTIAL,560963.714,15273.6,545592.514,0.0,119619.0,2816.0,119474.0,0.0,14900.0,1.7,45.0,854.0,24.4,6.9,8.7,1.7,1.6,6481.0
409,2022,17080.0,RESIDENTIAL,601964.027,18750.2,582040.307,0.0,124673.0,3608.0,123998.0,0.0,14936.0,1.7,45.1,854.0,24.4,6.9,8.7,1.7,1.6,6481.0
410,2023,17080.0,RESIDENTIAL,654806.851,25421.0,629216.851,0.0,130291.0,4721.0,129111.0,0.0,14935.0,1.7,45.3,854.0,24.4,6.9,8.7,1.7,1.6,6481.0
411,2024,17080.0,RESIDENTIAL,730648.6849999999,31483.8,699112.085,0.0,137957.0,5662.0,136308.0,0.0,14955.0,1.7,45.6,854.0,24.4,6.9,8.7,1.7,1.6,6481.0
412,2021,17100.0,RESIDENTIAL,134854.54,2754.8,132100.74,0.0,38126.0,494.0,38014.0,0.0,45963.0,3282.9,32.9,1220.0,8.3,10.0,28.7,2.0,14.0,17495.0
413,2022,17100.0,RESIDENTIAL,152156.24,3268.4,148888.44,0.0,39984.0,584.0,39834.0,0.0,46250.0,3303.4,32.9,1220.0,8.3,10.0,28.7,2.0,14.0,17495.0
414,2023,17100.0,RESIDENTIAL,167268.494,3585.0,163685.694,0.0,41472.0,636.0,41302.0,0.0,47820.0,3415.5,32.7,1220.0,8.3,10.0,28.7,2.0,14.0,17495.0
415,2024,17100.0,RESIDENTIAL,192313.13999999998,4769.599999999999,187545.94,0.0,43746.0,814.0,43550.0,0.0,48495.0,3463.7,32.8,1220.0,8.3,10.0,28.7,2.0,14.0,17495.0
416,2021,17150.0,RESIDENTIAL,370340.91,10298.2,360006.51,0.0,76962.0,1576.0,76624.0,0.0,230994.0,692.5,40.9,1366.0,21.7,11.9,19.4,2.5,6.2,88647.0
417,2022,17150.0,RESIDENTIAL,420674.872,11384.6,409290.272,0.0,82484.0,1748.0,82102.0,0.0,231845.0,695.0,41.0,1366.0,21.7,11.9,19.4,2.5,6.2,88647.0
418,2023,17150.0,RESIDENTIAL,467565.922,12814.4,454753.522,0.0,87152.0,1982.0,86712.0,0.0,234994.0,704.5,41.0,1366.0,21.7,11.9,19.4,2.5,6.2,88647.0
419,2024,17150.0,RESIDENTIAL,538635.94,17962.8,520674.74,0.0,93828.0,2820.0,93272.0,0.0,238614.0,715.3,41.0,1366.0,21.7,11.9,19.4,2.5,6.2,88647.0
420,2021,17200.0,RESIDENTIAL,69292.22,4353.6,64937.42,0.0,17704.0,710.0,17550.0,0.0,214703.0,8048.5,33.9,1673.0,7.8,9.6,33.6,2.8,16.2,116478.0
421,2022,17200.0,RESIDENTIAL,78124.07,4780.8,73342.47,0.0,18994.0,792.0,18816.0,0.0,218275.0,8182.4,33.7,1673.0,7.8,9.6,33.6,2.8,16.2,116478.0
422,2023,17200.0,RESIDENTIAL,84682.37,5192.6,79490.37,0.0,19854.0,868.0,19646.0,0.0,231127.0,8664.2,33.1,1673.0,7.8,9.6,33.6,2.8,16.2,116478.0
423,2024,17200.0,RESIDENTIAL,95551.92,6272.0,89280.32,0.0,21030.0,1030.0,20786.0,0.0,237278.0,8894.7,33.0,1673.0,7.8,9.6,33.6,2.8,16.2,116478.0
424,2021,17310.0,RESIDENTIAL,251823.87,4631.4,247147.47,0.0,56002.0,856.0,55960.0,0.0,63670.0,6.4,38.8,915.0,24.9,7.9,10.6,1.7,2.6,25914.0
425,2022,17310.0,RESIDENTIAL,257192.948,4829.0,252321.348,0.0,56348.0,886.0,56306.0,0.0,64520.0,6.5,38.9,915.0,24.9,7.9,10.6,1.7,2.6,25914.0
426,2023,17310.0,RESIDENTIAL,259508.548,5065.6,254382.54799999998,0.0,56594.0,914.0,56542.0,0.0,65236.0,6.6,38.8,915.0,24.9,7.9,10.6,1.7,2.6,25914.0
427,2024,17310.0,RESIDENTIAL,267394.86799999996,5274.8,262097.468,0.0,57310.0,936.0,57256.0,0.0,65908.0,6.7,38.6,915.0,24.9,7.9,10.6,1.7,2.6,25914.0
428,2021,17350.0,RESIDENTIAL,81949.76,360.0,81589.76,0.0,16896.0,72.0,16896.0,0.0,6013.0,2.1,47.2,786.0,25.2,6.1,9.0,1.3,1.2,2766.0
429,2022,17350.0,RESIDENTIAL,82490.4,360.0,82130.4,0.0,16972.0,72.0,16972.0,0.0,5995.0,2.1,47.5,786.0,25.2,6.1,9.0,1.3,1.2,2766.0
430,2023,17350.0,RESIDENTIAL,82580.0,360.0,82220.0,0.0,16982.0,72.0,16982.0,0.0,6028.0,2.2,47.8,786.0,25.2,6.1,9.0,1.3,1.2,2766.0
431,2024,17350.0,RESIDENTIAL,83869.598,449.998,83419.6,0.0,17074.0,76.0,17072.0,0.0,6023.0,2.1,47.7,786.0,25.2,6.1,9.0,1.3,1.2,2766.0
432,2021,17400.0,RESIDENTIAL,305446.0,4246.3,301200.3,0.0,68820.0,822.0,68770.0,0.0,6800.0,0.9,54.6,609.0,22.3,7.3,8.5,1.6,1.6,3591.0
433,2022,17400.0,RESIDENTIAL,330776.03,5933.1,324687.07,156.66,71586.0,1040.0,71460.0,33.0,6878.0,0.9,54.8,609.0,22.3,7.3,8.5,1.6,1.6,3591.0
434,2023,17400.0,RESIDENTIAL,352434.52999999997,7256.9,345021.17,156.66,73875.0,1214.0,73727.0,33.0,6972.0,1.0,54.9,609.0,22.3,7.3,8.5,1.6,1.6,3591.0
435,2024,17400.0,RESIDENTIAL,391156.52999999997,9244.9,381754.77,156.66,77800.0,1482.0,77608.0,37.0,7081.0,1.0,55.7,609.0,22.3,7.3,8.5,1.6,1.6,3591.0
436,2021,17420.0,RESIDENTIAL,777433.0700000001,2360.0,774914.67,157.8,147746.0,400.0,147606.0,18.0,192660.0,498.9,38.6,1487.0,14.2,10.7,25.8,2.6,12.1,62824.0
437,2022,17420.0,RESIDENTIAL,839359.792,2812.6,836388.792,157.8,154292.0,482.0,154128.0,18.0,199269.0,516.0,38.7,1487.0,14.2,10.7,25.8,2.6,12.1,62824.0
438,2023,17420.0,RESIDENTIAL,902185.072,3382.0,898557.272,244.8,160644.0,580.0,160452.0,24.0,207928.0,538.5,38.7,1487.0,14.2,10.7,25.8,2.6,12.1,62824.0
439,2024,17420.0,RESIDENTIAL,1014133.032,4367.6,1009519.432,244.8,171134.0,734.0,170898.0,24.0,215612.0,558.4,38.8,1487.0,14.2,10.7,25.8,2.6,12.1,62824.0
440,2021,17550.0,RESIDENTIAL,1108205.136,15975.4,1092016.936,0.0,250138.0,2942.0,249918.0,0.0,97216.0,74.3,47.3,835.0,23.6,9.7,12.6,1.9,3.2,41496.0
441,2022,17550.0,RESIDENTIAL,1207309.11,20983.0,1185607.736,496.734,259154.0,3524.0,258666.0,66.0,97966.0,74.9,47.5,835.0,23.6,9.7,12.6,1.9,3.2,41496.0
442,2023,17550.0,RESIDENTIAL,1279095.4340000001,26344.2,1252016.584,496.734,265436.0,4196.0,264730.0,66.0,98963.0,75.7,47.3,835.0,23.6,9.7,12.6,1.9,3.2,41496.0
443,2024,17550.0,RESIDENTIAL,1386750.484,38315.076,1347856.636,496.734,273256.0,5320.0,272302.0,78.0,99793.0,76.3,47.2,835.0,23.6,9.7,12.6,1.9,3.2,41496.0
444,2021,17620.0,RESIDENTIAL,352646.75,7767.599999999999,344799.75,0.0,68868.0,1434.0,68756.0,0.0,14258.0,1.8,41.8,946.0,26.8,7.2,9.3,1.0,1.7,6355.0
445,2022,17620.0,RESIDENTIAL,368218.58,8544.4,359421.62,0.0,70500.0,1558.0,70396.0,0.0,14291.0,1.8,42.1,946.0,26.8,7.2,9.3,1.0,1.7,6355.0
446,2023,17620.0,RESIDENTIAL,380155.18,9516.2,370553.18,0.0,71804.0,1672.0,71682.0,0.0,14336.0,1.8,42.2,946.0,26.8,7.2,9.3,1.0,1.7,6355.0
447,2024,17620.0,RESIDENTIAL,404546.364,11136.8,393382.164,0.0,74156.0,1888.0,74002.0,0.0,14408.0,1.8,42.5,946.0,26.8,7.2,9.3,1.0,1.7,6355.0
448,2021,17640.0,RESIDENTIAL,455036.86,9015.0,445610.26,312.0,90125.0,1710.0,89996.0,24.0,8494.0,1.2,49.3,939.0,24.1,9.0,10.8,1.9,2.9,4226.0
449,2022,17640.0,RESIDENTIAL,458855.451,9055.0,449250.791,492.0,90769.0,1714.0,90636.0,30.0,8550.0,1.2,49.7,939.0,24.1,9.0,10.8,1.9,2.9,4226.0
450,2023,17640.0,RESIDENTIAL,470343.011,9459.0,460322.411,492.0,91941.0,1751.0,91787.0,30.0,8705.0,1.2,49.4,939.0,24.1,9.0,10.8,1.9,2.9,4226.0
451,2024,17640.0,RESIDENTIAL,496055.843,10389.6,485153.243,492.0,94431.0,1816.0,94250.0,30.0,8875.0,1.2,49.7,939.0,24.1,9.0,10.8,1.9,2.9,4226.0
452,2021,17650.0,RESIDENTIAL,97266.3,1387.4,95851.3,0.0,21832.0,268.0,21820.0,0.0,5992.0,1.9,46.9,868.0,24.0,9.3,13.0,2.2,4.9,2586.0
453,2022,17650.0,RESIDENTIAL,99013.988,1408.4,97584.948,0.0,21900.0,272.0,21888.0,0.0,5984.0,1.9,47.0,868.0,24.0,9.3,13.0,2.2,4.9,2586.0
454,2023,17650.0,RESIDENTIAL,99319.948,1430.4,97861.948,0.0,21922.0,276.0,21910.0,0.0,6047.0,1.9,46.1,868.0,24.0,9.3,13.0,2.2,4.9,2586.0
455,2024,17650.0,RESIDENTIAL,101601.74799999999,1460.8,100131.748,0.0,22148.0,278.0,22136.0,0.0,6096.0,1.9,46.1,868.0,24.0,9.3,13.0,2.2,4.9,2586.0
456,2021,17750.0,RESIDENTIAL,208944.6,1739.4,207182.40000000002,0.0,45850.0,408.0,45832.0,0.0,67891.0,14.1,35.1,1035.0,24.1,8.3,13.7,2.1,3.7,26775.0
457,2022,17750.0,RESIDENTIAL,210524.44,1739.4,208731.04,0.0,46124.0,408.0,46106.0,0.0,68338.0,14.2,35.2,1035.0,24.1,8.3,13.7,2.1,3.7,26775.0
458,2023,17750.0,RESIDENTIAL,211222.836,1739.4,209460.636,0.0,46208.0,408.0,46190.0,0.0,68703.0,14.2,35.1,1035.0,24.1,8.3,13.7,2.1,3.7,26775.0
459,2024,17750.0,RESIDENTIAL,217603.426,1928.198,215667.628,0.0,46782.0,424.0,46756.0,0.0,68951.0,14.3,35.3,1035.0,24.1,8.3,13.7,2.1,3.7,26775.0
460,2021,17850.0,RESIDENTIAL,283131.358,6436.6,276610.758,0.0,65620.0,1288.0,65548.0,0.0,3019.0,0.5,50.1,795.0,22.8,7.8,9.5,1.4,2.0,1501.0
461,2022,17850.0,RESIDENTIAL,284936.244,6479.6,278394.004,0.0,65800.0,1286.0,65734.0,0.0,3010.0,0.5,50.4,795.0,22.8,7.8,9.5,1.4,2.0,1501.0
462,2023,17850.0,RESIDENTIAL,286123.404,6597.6,279453.804,0.0,65914.0,1300.0,65848.0,0.0,2968.0,0.5,51.0,795.0,22.8,7.8,9.5,1.4,2.0,1501.0
463,2024,17850.0,RESIDENTIAL,293273.278,6719.6,286531.878,0.0,66628.0,1318.0,66558.0,0.0,2990.0,0.5,51.4,795.0,22.8,7.8,9.5,1.4,2.0,1501.0
464,2021,17900.0,RESIDENTIAL,95288.09999999999,362.4,94893.3,0.0,23325.0,72.0,23313.0,0.0,5588.0,0.3,44.5,679.0,17.2,6.3,7.4,0.8,0.8,2079.0
465,2022,17900.0,RESIDENTIAL,95293.5,362.4,94905.9,0.0,23331.0,72.0,23319.0,0.0,5515.0,0.2,44.8,679.0,17.2,6.3,7.4,0.8,0.8,2079.0
466,2023,17900.0,RESIDENTIAL,95507.6,362.4,95112.8,0.0,23354.0,72.0,23342.0,0.0,5518.0,0.2,44.6,679.0,17.2,6.3,7.4,0.8,0.8,2079.0
467,2024,17900.0,RESIDENTIAL,96677.4,384.0,96282.6,0.0,23382.0,72.0,23370.0,0.0,5497.0,0.2,44.4,679.0,17.2,6.3,7.4,0.8,0.8,2079.0
468,2021,17950.0,RESIDENTIAL,179228.0,640.2,178587.8,0.0,48956.0,132.0,48956.0,0.0,2584.0,0.2,45.3,881.0,16.9,7.2,9.2,1.6,1.4,1124.0
469,2022,17950.0,RESIDENTIAL,179329.8,640.2,178689.6,0.0,48966.0,132.0,48966.0,0.0,2578.0,0.2,44.8,881.0,16.9,7.2,9.2,1.6,1.4,1124.0
470,2023,17950.0,RESIDENTIAL,179377.8,640.2,178737.6,0.0,49006.0,132.0,49006.0,0.0,2583.0,0.2,45.1,881.0,16.9,7.2,9.2,1.6,1.4,1124.0
471,2024,17950.0,RESIDENTIAL,183100.48,710.2,182390.28,0.0,49292.0,138.0,49286.0,0.0,2593.0,0.2,44.8,881.0,16.9,7.2,9.2,1.6,1.4,1124.0
472,2021,18020.0,RESIDENTIAL,290031.6,2455.8,287524.2,0.0,73448.0,504.0,73424.0,0.0,9256.0,0.7,49.3,694.0,21.1,6.6,7.6,1.1,1.5,4115.0
473,2022,18020.0,RESIDENTIAL,291529.16,2465.8,288767.8,0.0,73582.0,506.0,73558.0,0.0,9245.0,0.7,49.7,694.0,21.1,6.6,7.6,1.1,1.5,4115.0
474,2023,18020.0,RESIDENTIAL,292084.2,2485.8,289547.4,0.0,73704.0,510.0,73680.0,0.0,9228.0,0.7,50.0,694.0,21.1,6.6,7.6,1.1,1.5,4115.0
475,2024,18020.0,RESIDENTIAL,298155.21,2682.2,295456.41,0.0,74238.0,534.0,74208.0,0.0,9239.0,0.7,50.2,694.0,21.1,6.6,7.6,1.1,1.5,4115.0
476,2021,18050.0,RESIDENTIAL,80921.1,6973.0,73947.1,0.0,15644.0,1012.0,15396.0,0.0,69397.0,7421.7,35.5,1894.0,8.9,9.2,35.7,2.7,13.6,31190.0
477,2022,18050.0,RESIDENTIAL,92433.674,7809.0,84625.274,0.0,16960.0,1164.0,16664.0,0.0,69357.0,7417.4,35.3,1894.0,8.9,9.2,35.7,2.7,13.6,31190.0
