,Year,Lga,Type,TotalCapacity,BatteryCapacity,SolarCapacity,OtherCapacity,TotalDerConnections,BatteryConnections,SolarConnections,OtherConnections,TotalPopulation,PopulationDensity,MedianAge,MedianEquivalisedHouseholdIncome,Certificate,AdvDiploma,BachelorDegree,GraduateDiploma,Postgraduate,TotalDwelling
138,2023,12350.0,RESIDENTIAL,286169.1,3716.8,282410.3,0.0,60458.0,706.0,60434.0,0.0,12659.0,4.5,46.9,735.0,24.1,7.4,7.8,1.4,1.5,5813.0
139,2024,12350.0,RESIDENTIAL,295463.82,3911.8,291538.02,0.0,61304.0,734.0,61264.0,0.0,12680.0,4.5,46.8,735.0,24.1,7.4,7.8,1.4,1.5,5813.0
140,2021,12380.0,RESIDENTIAL,437142.3,1369.0,435774.9,0.0,105178.0,240.0,105124.0,0.0,237083.0,3258.9,33.7,920.0,11.4,9.0,17.5,1.3,7.9,78143.0
141,2022,12380.0,RESIDENTIAL,461313.07,1677.8,459636.47,0.0,107678.0,300.0,107600.0,0.0,237481.0,3264.4,33.8,920.0,11.4,9.0,17.5,1.3,7.9,78143.0
142,2023,12380.0,RESIDENTIAL,485732.104,1846.4,483887.504,0.0,110134.0,328.0,110046.0,0.0,245236.0,3371.0,33.6,920.0,11.4,9.0,17.5,1.3,7.9,78143.0
143,2024,12380.0,RESIDENTIAL,532159.52,2681.4,529480.32,0.0,114468.0,450.0,114364.0,0.0,252399.0,3469.4,33.7,920.0,11.4,9.0,17.5,1.3,7.9,78143.0
144,2021,12390.0,RESIDENTIAL,358767.798,3627.0,355107.198,0.0,86226.0,744.0,86208.0,0.0,55528.0,7.4,36.2,998.0,23.4,7.5,11.8,1.7,3.5,20900.0
145,2022,12390.0,RESIDENTIAL,360259.32,3621.0,356426.76,0.0,86372.0,738.0,86360.0,0.0,55893.0,7.4,36.4,998.0,23.4,7.5,11.8,1.7,3.5,20900.0
146,2023,12390.0,RESIDENTIAL,361036.36,3621.0,357387.76,0.0,86512.0,738.0,86500.0,0.0,56548.0,7.5,36.4,998.0,23.4,7.5,11.8,1.7,3.5,20900.0
147,2024,12390.0,RESIDENTIAL,369492.25,3813.8,365671.25,0.0,87288.0,766.0,87250.0,0.0,56997.0,7.6,36.5,998.0,23.4,7.5,11.8,1.7,3.5,20900.0
148,2021,12700.0,RESIDENTIAL,440392.38,13237.4,426494.18,0.0,81074.0,2272.0,80868.0,0.0,9532.0,4.2,45.2,934.0,28.6,9.4,10.9,1.5,2.9,3998.0
149,2022,12700.0,RESIDENTIAL,480686.938,14376.6,466231.978,39.599999999999994,85758.0,2476.0,85542.0,6.0,9721.0,4.3,45.5,934.0,28.6,9.4,10.9,1.5,2.9,3998.0
150,2023,12700.0,RESIDENTIAL,515853.358,16545.8,499188.798,39.599999999999994,89542.0,2736.0,89266.0,6.0,9766.0,4.3,45.7,934.0,28.6,9.4,10.9,1.5,2.9,3998.0
151,2024,12700.0,RESIDENTIAL,571309.16,21836.96,549390.72,39.599999999999994,94862.0,3336.0,94468.0,6.0,9905.0,4.4,45.7,934.0,28.6,9.4,10.9,1.5,2.9,3998.0
152,2021,12730.0,RESIDENTIAL,73030.4,258.0,72746.0,0.0,15014.0,60.0,15002.0,0.0,8437.0,0.9,46.2,840.0,22.5,7.6,9.1,1.6,1.7,3856.0
153,2022,12730.0,RESIDENTIAL,73022.2,258.0,72737.2,0.0,15026.0,60.0,15014.0,0.0,8456.0,1.0,46.1,840.0,22.5,7.6,9.1,1.6,1.7,3856.0
154,2023,12730.0,RESIDENTIAL,72998.4,258.0,72714.0,0.0,15024.0,60.0,15012.0,0.0,8429.0,0.9,46.1,840.0,22.5,7.6,9.1,1.6,1.7,3856.0
155,2024,12730.0,RESIDENTIAL,74593.2,339.6,74244.8,0.0,15078.0,64.0,15066.0,0.0,8411.0,0.9,45.7,840.0,22.5,7.6,9.1,1.6,1.7,3856.0
156,2021,12750.0,RESIDENTIAL,166830.338,2854.2,163976.138,0.0,44706.0,564.0,44664.0,0.0,40464.0,11.8,54.3,780.0,24.9,9.3,11.0,2.3,3.5,22827.0
157,2022,12750.0,RESIDENTIAL,167736.0,2854.2,164881.8,0.0,44836.0,564.0,44794.0,0.0,40752.0,11.9,54.4,780.0,24.9,9.3,11.0,2.3,3.5,22827.0
158,2023,12750.0,RESIDENTIAL,168469.14,2878.2,165590.94,0.0,44904.0,568.0,44862.0,0.0,40913.0,11.9,54.4,780.0,24.9,9.3,11.0,2.3,3.5,22827.0
159,2024,12750.0,RESIDENTIAL,171707.768,2961.7999999999997,168745.768,0.0,45230.0,582.0,45188.0,0.0,41142.0,12.0,54.7,780.0,24.9,9.3,11.0,2.3,3.5,22827.0
160,2021,12850.0,RESIDENTIAL,774259.41,178.4,774003.01,78.0,166908.0,38.0,166896.0,6.0,209066.0,2059.6,38.9,732.0,12.6,7.2,10.7,0.7,2.0,64394.0
161,2022,12850.0,RESIDENTIAL,801454.54,206.8,801169.74,78.0,169802.0,44.0,169790.0,6.0,206830.0,2037.6,39.1,732.0,12.6,7.2,10.7,0.7,2.0,64394.0
162,2023,12850.0,RESIDENTIAL,831913.74,276.8,831558.9400000001,78.0,172706.0,58.0,172684.0,6.0,209705.0,2065.9,39.0,732.0,12.6,7.2,10.7,0.7,2.0,64394.0
163,2024,12850.0,RESIDENTIAL,888592.354,406.8,888107.754,78.0,177958.0,66.0,177934.0,6.0,212210.0,2090.6,39.0,732.0,12.6,7.2,10.7,0.7,2.0,64394.0
164,2021,12870.0,RESIDENTIAL,265608.924,2422.7999999999997,263163.324,0.0,59998.0,492.0,59954.0,0.0,12822.0,2.3,51.0,792.0,25.5,7.1,7.2,1.3,1.3,6123.0
165,2022,12870.0,RESIDENTIAL,280936.382,2965.6,277892.382,0.0,61716.0,564.0,61634.0,0.0,12852.0,2.3,51.4,792.0,25.5,7.1,7.2,1.3,1.3,6123.0
166,2023,12870.0,RESIDENTIAL,292372.622,3707.2,288593.022,0.0,63004.0,668.0,62876.0,0.0,12940.0,2.3,51.4,792.0,25.5,7.1,7.2,1.3,1.3,6123.0
167,2024,12870.0,RESIDENTIAL,313617.484,4823.2,308768.484,0.0,65156.0,778.0,65010.0,0.0,13075.0,2.3,51.5,792.0,25.5,7.1,7.2,1.3,1.3,6123.0
168,2021,12900.0,RESIDENTIAL,94152.6,360.0,93792.6,0.0,19448.0,72.0,19442.0,0.0,9385.0,2.0,41.8,843.0,24.2,6.6,9.3,1.2,1.8,4012.0
169,2022,12900.0,RESIDENTIAL,94501.8,360.0,94141.8,0.0,19500.0,72.0,19494.0,0.0,9338.0,2.0,42.2,843.0,24.2,6.6,9.3,1.2,1.8,4012.0
170,2023,12900.0,RESIDENTIAL,94565.0,360.0,94205.0,0.0,19486.0,72.0,19480.0,0.0,9299.0,2.0,42.1,843.0,24.2,6.6,9.3,1.2,1.8,4012.0
171,2024,12900.0,RESIDENTIAL,98042.52,464.8,97577.72,0.0,19730.0,86.0,19714.0,0.0,9295.0,2.0,41.7,843.0,24.2,6.6,9.3,1.2,1.8,4012.0
172,2021,12930.0,RESIDENTIAL,189805.09,4506.8,185297.89,0.0,46402.0,756.0,46254.0,0.0,152800.0,3985.7,38.6,1131.0,13.0,10.5,22.9,1.9,9.4,56469.0
173,2022,12930.0,RESIDENTIAL,217771.6,5311.2,212459.0,0.0,49644.0,888.0,49448.0,0.0,153267.0,3997.8,38.7,1131.0,13.0,10.5,22.9,1.9,9.4,56469.0
174,2023,12930.0,RESIDENTIAL,239509.3,5923.6,233584.5,0.0,51960.0,988.0,51742.0,0.0,158016.0,4121.7,38.1,1131.0,13.0,10.5,22.9,1.9,9.4,56469.0
175,2024,12930.0,RESIDENTIAL,275703.34,8520.6,267181.34,0.0,55402.0,1302.0,55104.0,0.0,161593.0,4215.0,37.9,1131.0,13.0,10.5,22.9,1.9,9.4,56469.0
176,2021,12950.0,RESIDENTIAL,183389.2,862.2,182503.0,0.0,50822.0,186.0,50816.0,0.0,4318.0,0.9,46.3,749.0,22.8,5.8,8.9,0.8,1.1,1907.0
177,2022,12950.0,RESIDENTIAL,183616.6,862.2,182670.4,0.0,50842.0,186.0,50836.0,0.0,4298.0,0.9,46.7,749.0,22.8,5.8,8.9,0.8,1.1,1907.0
178,2023,12950.0,RESIDENTIAL,183651.0,862.2,182764.8,0.0,50890.0,186.0,50884.0,0.0,4309.0,0.9,46.5,749.0,22.8,5.8,8.9,0.8,1.1,1907.0
179,2024,12950.0,RESIDENTIAL,187468.6,948.2,186512.4,0.0,51236.0,192.0,51224.0,0.0,4305.0,0.9,46.6,749.0,22.8,5.8,8.9,0.8,1.1,1907.0
180,2021,13010.0,RESIDENTIAL,170433.4,2247.6,168185.8,0.0,38874.0,456.0,38874.0,0.0,8925.0,1.6,49.6,637.0,22.9,7.0,8.2,1.4,1.4,4207.0
181,2022,13010.0,RESIDENTIAL,171640.13999999998,2267.6,169372.54,0.0,38988.0,458.0,38988.0,0.0,8944.0,1.6,50.4,637.0,22.9,7.0,8.2,1.4,1.4,4207.0
182,2023,13010.0,RESIDENTIAL,171740.34,2307.6,169432.74,0.0,39008.0,462.0,39008.0,0.0,8989.0,1.6,50.6,637.0,22.9,7.0,8.2,1.4,1.4,4207.0
183,2024,13010.0,RESIDENTIAL,174894.79,2386.8,172507.99,0.0,39334.0,474.0,39332.0,0.0,8978.0,1.6,51.2,637.0,22.9,7.0,8.2,1.4,1.4,4207.0
184,2021,13310.0,RESIDENTIAL,247408.54,2070.0,245074.54,234.0,50348.0,450.0,50294.0,18.0,32150.0,10.0,41.4,950.0,25.3,9.0,9.5,1.8,2.9,13847.0
185,2022,13310.0,RESIDENTIAL,253812.4,2064.0,251514.4,234.0,51112.0,444.0,51064.0,18.0,32428.0,10.1,41.4,950.0,25.3,9.0,9.5,1.8,2.9,13847.0
186,2023,13310.0,RESIDENTIAL,262098.28,2288.0,259576.28,234.0,52020.0,452.0,51968.0,18.0,32707.0,10.2,41.4,950.0,25.3,9.0,9.5,1.8,2.9,13847.0
187,2024,13310.0,RESIDENTIAL,283628.86,2444.8,280952.06,234.0,54312.0,468.0,54248.0,18.0,33112.0,10.3,41.5,950.0,25.3,9.0,9.5,1.8,2.9,13847.0
188,2021,13340.0,RESIDENTIAL,496369.10000000003,5211.2,491134.3,0.0,111604.0,984.0,111456.0,0.0,11109.0,1.9,43.5,890.0,24.6,8.1,10.0,1.5,2.1,4481.0
189,2022,13340.0,RESIDENTIAL,534574.61,7283.4,527212.01,0.0,116608.0,1278.0,116208.0,0.0,11266.0,2.0,43.7,890.0,24.6,8.1,10.0,1.5,2.1,4481.0
190,2023,13340.0,RESIDENTIAL,562132.476,8569.6,553483.076,0.0,120072.0,1398.0,119582.0,0.0,11443.0,2.0,43.7,890.0,24.6,8.1,10.0,1.5,2.1,4481.0
191,2024,13340.0,RESIDENTIAL,607482.048,10479.0,596970.848,0.0,125154.0,1578.0,124572.0,0.0,11582.0,2.0,44.1,890.0,24.6,8.1,10.0,1.5,2.1,4481.0
192,2021,13450.0,RESIDENTIAL,112570.2,687.0,111883.2,0.0,21358.0,132.0,21346.0,0.0,27195.0,16.6,37.2,1022.0,21.2,6.7,10.2,1.2,2.4,10019.0
193,2022,13450.0,RESIDENTIAL,112877.598,687.0,112190.598,0.0,21392.0,132.0,21380.0,0.0,27015.0,16.5,37.7,1022.0,21.2,6.7,10.2,1.2,2.4,10019.0
194,2023,13450.0,RESIDENTIAL,112954.99799999999,687.0,112267.99799999999,0.0,21402.0,132.0,21390.0,0.0,27126.0,16.5,37.5,1022.0,21.2,6.7,10.2,1.2,2.4,10019.0
195,2024,13450.0,RESIDENTIAL,115263.198,701.0,114562.198,0.0,21516.0,132.0,21504.0,0.0,27340.0,16.7,37.8,1022.0,21.2,6.7,10.2,1.2,2.4,10019.0
196,2021,13550.0,RESIDENTIAL,189807.39,3391.2,186347.79,0.0,42874.0,648.0,42850.0,0.0,13088.0,2.6,37.1,980.0,25.6,6.6,9.0,1.2,1.8,5336.0
197,2022,13550.0,RESIDENTIAL,191356.254,3391.2,187839.054,0.0,42916.0,648.0,42892.0,0.0,13143.0,2.6,37.1,980.0,25.6,6.6,9.0,1.2,1.8,5336.0
198,2023,13550.0,RESIDENTIAL,191662.454,3391.2,188202.854,0.0,42952.0,648.0,42928.0,0.0,13278.0,2.7,37.3,980.0,25.6,6.6,9.0,1.2,1.8,5336.0
199,2024,13550.0,RESIDENTIAL,196526.454,3448.4,193055.454,0.0,43384.0,654.0,43360.0,0.0,13392.0,2.7,37.3,980.0,25.6,6.6,9.0,1.2,1.8,5336.0
200,2021,13660.0,RESIDENTIAL,141359.8,974.4,140353.0,0.0,33374.0,192.0,33362.0,0.0,4912.0,0.5,49.9,668.0,20.9,6.5,8.4,1.0,1.4,2244.0
201,2022,13660.0,RESIDENTIAL,141295.2,974.4,140295.6,0.0,33376.0,192.0,33364.0,0.0,4923.0,0.5,50.5,668.0,20.9,6.5,8.4,1.0,1.4,2244.0
202,2023,13660.0,RESIDENTIAL,141514.4,1028.4,140453.6,0.0,33396.0,198.0,33384.0,0.0,4940.0,0.5,50.7,668.0,20.9,6.5,8.4,1.0,1.4,2244.0
203,2024,13660.0,RESIDENTIAL,143630.96,1059.2,142560.96,0.0,33552.0,200.0,33538.0,0.0,4893.0,0.5,51.1,668.0,20.9,6.5,8.4,1.0,1.4,2244.0
204,2021,13800.0,RESIDENTIAL,594238.972,7625.8,586503.572,114.0,112042.0,1336.0,111846.0,12.0,67605.0,24.4,38.7,1137.0,27.6,9.9,10.6,1.7,3.6,24485.0
205,2022,13800.0,RESIDENTIAL,640449.62,8792.8,631542.82,114.0,117222.0,1550.0,116982.0,12.0,67862.0,24.5,38.6,1137.0,27.6,9.9,10.6,1.7,3.6,24485.0
206,2023,13800.0,RESIDENTIAL,686150.9500000001,10391.8,675612.15,114.0,121996.0,1770.0,121708.0,12.0,68144.0,24.6,38.7,1137.0,27.6,9.9,10.6,1.7,3.6,24485.0
207,2024,13800.0,RESIDENTIAL,776164.16,14352.119999999999,761656.08,124.0,130658.0,2206.0,130302.0,14.0,68704.0,24.8,38.6,1137.0,27.6,9.9,10.6,1.7,3.6,24485.0
208,2021,13850.0,RESIDENTIAL,43796.0,204.0,43565.6,0.0,8758.0,48.0,8746.0,0.0,2885.0,0.3,47.5,804.0,20.6,6.5,6.1,1.2,0.9,1372.0
209,2022,13850.0,RESIDENTIAL,43861.0,204.0,43630.0,0.0,8780.0,48.0,8768.0,0.0,2834.0,0.3,48.3,804.0,20.6,6.5,6.1,1.2,0.9,1372.0
210,2023,13850.0,RESIDENTIAL,43827.6,204.0,43597.2,0.0,8778.0,48.0,8766.0,0.0,2829.0,0.2,48.4,804.0,20.6,6.5,6.1,1.2,0.9,1372.0
211,2024,13850.0,RESIDENTIAL,44739.2,253.6,44476.8,0.0,8824.0,50.0,8812.0,0.0,2861.0,0.3,48.3,804.0,20.6,6.5,6.1,1.2,0.9,1372.0
212,2021,13910.0,RESIDENTIAL,198081.0,2358.0,195695.4,0.0,41180.0,444.0,41174.0,0.0,19223.0,2.7,44.5,774.0,23.2,7.5,8.8,1.0,1.9,8591.0
213,2022,13910.0,RESIDENTIAL,198611.42,2374.0,196203.46,0.0,41254.0,448.0,41244.0,0.0,19238.0,2.7,44.6,774.0,23.2,7.5,8.8,1.0,1.9,8591.0
214,2023,13910.0,RESIDENTIAL,198694.46,2382.0,196284.86,0.0,41250.0,450.0,41238.0,0.0,19253.0,2.7,44.7,774.0,23.2,7.5,8.8,1.0,1.9,8591.0
215,2024,13910.0,RESIDENTIAL,202477.02,2519.0,199949.02,0.0,41558.0,456.0,41546.0,0.0,19300.0,2.7,44.5,774.0,23.2,7.5,8.8,1.0,1.9,8591.0
216,2021,14000.0,RESIDENTIAL,546467.26,10364.8,536102.26,1.7999999999999998,110334.0,1636.0,109924.0,6.0,152263.0,334.6,41.3,1391.0,12.8,10.4,27.4,3.2,13.7,54684.0
217,2022,14000.0,RESIDENTIAL,606305.002,11753.4,594551.602,1.7999999999999998,116580.0,1900.0,116054.0,6.0,151771.0,333.5,41.5,1391.0,12.8,10.4,27.4,3.2,13.7,54684.0
218,2023,14000.0,RESIDENTIAL,661572.918,13692.8,647814.118,1.7999999999999998,121900.0,2226.0,121264.0,6.0,154068.0,338.6,41.6,1391.0,12.8,10.4,27.4,3.2,13.7,54684.0
219,2024,14000.0,RESIDENTIAL,747924.526,17875.6,730025.926,1.7999999999999998,129626.0,2864.0,128806.0,6.0,154834.0,340.3,41.7,1391.0,12.8,10.4,27.4,3.2,13.7,54684.0
220,2021,14100.0,RESIDENTIAL,44999.979999999996,1912.0,43088.78,0.0,9288.0,290.0,9232.0,0.0,13596.0,2378.2,45.6,1797.0,9.1,9.7,28.6,3.2,13.2,5144.0
221,2022,14100.0,RESIDENTIAL,50815.6,2012.0,48804.8,0.0,9914.0,310.0,9844.0,0.0,13924.0,2435.6,44.4,1797.0,9.1,9.7,28.6,3.2,13.2,5144.0
222,2023,14100.0,RESIDENTIAL,56014.44,2228.6,53787.64,0.0,10400.0,348.0,10310.0,0.0,14038.0,2455.5,44.3,1797.0,9.1,9.7,28.6,3.2,13.2,5144.0
223,2024,14100.0,RESIDENTIAL,66007.78,2833.8,63175.58,0.0,11316.0,442.0,11198.0,0.0,14062.0,2459.7,44.1,1797.0,9.1,9.7,28.6,3.2,13.2,5144.0
224,2021,14170.0,RESIDENTIAL,208816.232,9207.8,199606.632,0.0,52240.0,1610.0,51882.0,0.0,183839.0,5221.0,37.9,1610.0,10.1,9.1,30.5,3.6,14.1,82244.0
225,2022,14170.0,RESIDENTIAL,236175.038,10055.8,226061.438,0.0,55872.0,1782.0,55462.0,0.0,183153.0,5201.5,37.8,1610.0,10.1,9.1,30.5,3.6,14.1,82244.0
226,2023,14170.0,RESIDENTIAL,260417.398,11371.0,249004.998,0.0,58662.0,1990.0,58210.0,0.0,188316.0,5348.1,37.2,1610.0,10.1,9.1,30.5,3.6,14.1,82244.0
227,2024,14170.0,RESIDENTIAL,294162.116,14339.4,279812.516,0.0,62206.0,2412.0,61666.0,0.0,190939.0,5422.6,37.1,1610.0,10.1,9.1,30.5,3.6,14.1,82244.0
228,2021,14220.0,RESIDENTIAL,116629.4,1143.6,115485.8,0.0,25574.0,210.0,25568.0,0.0,17920.0,1.9,42.5,744.0,24.2,6.7,7.8,1.1,1.1,7414.0
229,2022,14220.0,RESIDENTIAL,117252.74,1163.6,116089.14,0.0,25646.0,212.0,25640.0,0.0,17965.0,1.9,42.8,744.0,24.2,6.7,7.8,1.1,1.1,7414.0
230,2023,14220.0,RESIDENTIAL,117291.74,1203.6,116088.14,0.0,25660.0,216.0,25654.0,0.0,18056.0,1.9,42.5,744.0,24.2,6.7,7.8,1.1,1.1,7414.0
231,2024,14220.0,RESIDENTIAL,119499.79,1262.8,118236.99,0.0,25884.0,226.0,25876.0,0.0,18080.0,1.9,42.4,744.0,24.2,6.7,7.8,1.1,1.1,7414.0
232,2021,14300.0,RESIDENTIAL,173747.08000000002,1272.0,172475.08000000002,0.0,38182.0,306.0,38176.0,0.0,6454.0,3.2,40.6,896.0,22.2,6.1,7.2,1.2,1.2,2368.0
233,2022,14300.0,RESIDENTIAL,174751.1,1272.0,173479.1,0.0,38402.0,306.0,38396.0,0.0,6465.0,3.2,41.4,896.0,22.2,6.1,7.2,1.2,1.2,2368.0
234,2023,14300.0,RESIDENTIAL,175365.296,1272.0,174093.296,0.0,38474.0,306.0,38468.0,0.0,6520.0,3.2,41.7,896.0,22.2,6.1,7.2,1.2,1.2,2368.0
235,2024,14300.0,RESIDENTIAL,181032.174,1400.0,179631.974,0.0,39024.0,318.0,39012.0,0.0,6458.0,3.2,42.6,896.0,22.2,6.1,7.2,1.2,1.2,2368.0
236,2021,14350.0,RESIDENTIAL,342989.994,8235.4,334723.394,0.0,87748.0,1726.0,87640.0,0.0,30828.0,9.1,47.4,699.0,25.8,7.0,7.6,1.2,1.4,13104.0
237,2022,14350.0,RESIDENTIAL,348295.53,8284.4,339906.25,0.0,88344.0,1730.0,88236.0,0.0,31178.0,9.2,47.5,699.0,25.8,7.0,7.6,1.2,1.4,13104.0
238,2023,14350.0,RESIDENTIAL,349987.85,8402.4,341554.25,0.0,88536.0,1744.0,88428.0,0.0,31451.0,9.3,47.2,699.0,25.8,7.0,7.6,1.2,1.4,13104.0
239,2024,14350.0,RESIDENTIAL,356137.06,8583.8,347542.86,0.0,89222.0,1768.0,89112.0,0.0,31718.0,9.4,47.1,699.0,25.8,7.0,7.6,1.2,1.4,13104.0
240,2021,14400.0,RESIDENTIAL,209927.88,0.0,209723.88,204.0,41148.0,0.0,41130.0,18.0,22970.0,89.1,48.2,1116.0,22.4,11.8,19.7,3.7,6.7,10317.0
241,2022,14400.0,RESIDENTIAL,217334.95799999998,0.0,217128.95799999998,206.0,42042.0,0.0,42020.0,22.0,22964.0,89.1,48.5,1116.0,22.4,11.8,19.7,3.7,6.7,10317.0
242,2023,14400.0,RESIDENTIAL,231413.398,200.0,231006.398,207.0,43728.0,4.0,43700.0,24.0,23001.0,89.3,48.6,1116.0,22.4,11.8,19.7,3.7,6.7,10317.0
243,2024,14400.0,RESIDENTIAL,255934.704,300.0,255427.704,207.0,46418.0,6.0,46388.0,24.0,23173.0,89.9,48.9,1116.0,22.4,11.8,19.7,3.7,6.7,10317.0
244,2021,14500.0,RESIDENTIAL,411993.49,18730.2,393269.09,0.0,85250.0,2862.0,84680.0,0.0,124703.0,1460.1,42.5,1722.0,7.1,9.3,32.6,3.6,17.5,45029.0
245,2022,14500.0,RESIDENTIAL,472444.844,21532.4,450919.044,0.0,91848.0,3358.0,91084.0,0.0,124205.0,1454.2,42.8,1722.0,7.1,9.3,32.6,3.6,17.5,45029.0
246,2023,14500.0,RESIDENTIAL,529345.05,25877.8,503334.85,0.0,97322.0,3908.0,96392.0,0.0,127002.0,1487.0,42.5,1722.0,7.1,9.3,32.6,3.6,17.5,45029.0
247,2024,14500.0,RESIDENTIAL,613607.108,34233.2,579320.708,0.0,104818.0,5034.0,103614.0,0.0,128362.0,1502.9,42.6,1722.0,7.1,9.3,32.6,3.6,17.5,45029.0
248,2021,14550.0,RESIDENTIAL,725931.354,9739.0,716091.554,0.0,161368.0,1884.0,161236.0,0.0,9346.0,2.6,51.6,647.0,23.1,8.6,9.8,1.7,2.0,4295.0
249,2022,14550.0,RESIDENTIAL,801455.47,13432.4,787663.216,299.334,168456.0,2348.0,168100.0,48.0,9452.0,2.6,52.2,647.0,23.1,8.6,9.8,1.7,2.0,4295.0
250,2023,14550.0,RESIDENTIAL,853682.898,17304.600000000002,835970.644,299.334,173226.0,2820.0,172696.0,48.0,9468.0,2.6,52.3,647.0,23.1,8.6,9.8,1.7,2.0,4295.0
251,2024,14550.0,RESIDENTIAL,927970.87,24560.68,903074.816,299.334,179188.0,3650.0,178418.0,56.0,9582.0,2.7,52.2,647.0,23.1,8.6,9.8,1.7,2.0,4295.0
252,2021,14600.0,RESIDENTIAL,79110.6,114.0,78996.6,0.0,16466.0,24.0,16460.0,0.0,6153.0,0.4,40.9,784.0,19.2,5.7,7.5,1.1,1.6,2681.0
253,2022,14600.0,RESIDENTIAL,79362.0,114.0,79248.0,0.0,16510.0,24.0,16504.0,0.0,6138.0,0.4,41.3,784.0,19.2,5.7,7.5,1.1,1.6,2681.0
254,2023,14600.0,RESIDENTIAL,79477.8,114.0,79363.8,0.0,16520.0,24.0,16514.0,0.0,6146.0,0.4,40.9,784.0,19.2,5.7,7.5,1.1,1.6,2681.0
255,2024,14600.0,RESIDENTIAL,81893.0,164.0,81729.0,0.0,16642.0,30.0,16634.0,0.0,6113.0,0.4,40.9,784.0,19.2,5.7,7.5,1.1,1.6,2681.0
256,2021,14650.0,RESIDENTIAL,1121812.678,35406.6,1086419.478,0.0,239210.0,7140.0,238582.0,0.0,214054.0,330.0,42.0,996.0,26.5,9.6,13.3,1.9,3.8,86059.0
257,2022,14650.0,RESIDENTIAL,1244615.406,39735.2,1204887.406,0.0,254042.0,7928.0,253246.0,0.0,216594.0,333.9,41.9,996.0,26.5,9.6,13.3,1.9,3.8,86059.0
258,2023,14650.0,RESIDENTIAL,1356023.29,44841.4,1311153.99,0.0,266560.0,8720.0,265522.0,0.0,219231.0,338.0,41.7,996.0,26.5,9.6,13.3,1.9,3.8,86059.0
259,2024,14650.0,RESIDENTIAL,1525750.52,57406.4,1468326.6199999999,10.0,284724.0,10348.0,283160.0,2.0,221859.0,342.0,41.8,996.0,26.5,9.6,13.3,1.9,3.8,86059.0
260,2021,14700.0,RESIDENTIAL,63797.64,4016.0,59781.44,0.0,13558.0,708.0,13448.0,0.0,39608.0,3779.8,37.6,1866.0,8.1,9.0,35.2,3.7,17.8,16813.0
261,2022,14700.0,RESIDENTIAL,74372.73,4546.0,69826.73,0.0,14712.0,808.0,14574.0,0.0,40088.0,3825.6,37.7,1866.0,8.1,9.0,35.2,3.7,17.8,16813.0
262,2023,14700.0,RESIDENTIAL,81613.41,5184.0,76429.81,0.0,15468.0,918.0,15300.0,0.0,41547.0,3964.8,37.6,1866.0,8.1,9.0,35.2,3.7,17.8,16813.0
263,2024,14700.0,RESIDENTIAL,93397.72,6573.92,86823.8,0.0,16604.0,1138.0,16386.0,0.0,42566.0,4062.1,37.6,1866.0,8.1,9.0,35.2,3.7,17.8,16813.0
264,2021,14750.0,RESIDENTIAL,112661.2,735.0,111926.2,0.0,21496.0,138.0,21484.0,0.0,11480.0,9.8,37.2,904.0,23.7,5.7,8.2,1.1,1.4,4296.0
265,2022,14750.0,RESIDENTIAL,112967.598,735.0,112232.598,0.0,21522.0,138.0,21510.0,0.0,11454.0,9.8,37.5,904.0,23.7,5.7,8.2,1.1,1.4,4296.0
266,2023,14750.0,RESIDENTIAL,113013.798,735.0,112278.798,0.0,21524.0,138.0,21512.0,0.0,11430.0,9.8,37.7,904.0,23.7,5.7,8.2,1.1,1.4,4296.0
267,2024,14750.0,RESIDENTIAL,115207.798,749.0,114458.798,0.0,21612.0,138.0,21600.0,0.0,11438.0,9.8,37.9,904.0,23.7,5.7,8.2,1.1,1.4,4296.0
268,2021,14850.0,RESIDENTIAL,372218.0,7193.4,364922.60000000003,0.0,92058.0,1494.0,92004.0,0.0,44361.0,34.4,43.8,854.0,23.2,8.9,14.3,2.5,4.0,18477.0
269,2022,14850.0,RESIDENTIAL,372481.56,7173.4,365254.16,0.0,92068.0,1490.0,92014.0,0.0,44274.0,34.4,44.0,854.0,23.2,8.9,14.3,2.5,4.0,18477.0
270,2023,14850.0,RESIDENTIAL,372248.36,7163.4,364982.76,0.0,91976.0,1488.0,91922.0,0.0,43901.0,34.1,44.4,854.0,23.2,8.9,14.3,2.5,4.0,18477.0
271,2024,14850.0,RESIDENTIAL,374489.632,7281.8,367174.032,0.0,92048.0,1494.0,91990.0,0.0,43783.0,34.0,44.6,854.0,23.2,8.9,14.3,2.5,4.0,18477.0
272,2021,14870.0,RESIDENTIAL,365195.434,3541.4,361523.034,66.0,68606.0,672.0,68518.0,12.0,20855.0,4.6,46.2,791.0,26.2,7.5,8.0,1.5,2.1,9585.0
273,2022,14870.0,RESIDENTIAL,381079.0,3847.0,376931.74,66.0,70210.0,718.0,70124.0,12.0,20811.0,4.6,46.7,791.0,26.2,7.5,8.0,1.5,2.1,9585.0
274,2023,14870.0,RESIDENTIAL,395449.24,4480.2,390835.04,66.0,71612.0,780.0,71518.0,12.0,20722.0,4.6,47.0,791.0,26.2,7.5,8.0,1.5,2.1,9585.0
275,2024,14870.0,RESIDENTIAL,423243.67,5506.0,417650.47000000003,66.0,74118.0,902.0,74000.0,12.0,20740.0,4.6,47.2,791.0,26.2,7.5,8.0,1.5,2.1,9585.0
