,Year,Lga,Type,TotalCapacity,BatteryCapacity,SolarCapacity,OtherCapacity,TotalDerConnections,BatteryConnections,SolarConnections,OtherConnections,TotalBusinesses,PrimaryIndustry,SecondaryIndustry,TertiaryIndustry,QuaternaryIndustry,SmallBusinesses,MediumBusinesses,LargeBusinesses
769,2022,26350.0,BUSINESS,126757.48,109.8,89057.68,37590.0,4764.0,36.0,4728.0,12.0,18947.0,285.0,1897.0,13090.0,3668.0,11031.0,7362.0,557.0
770,2023,26350.0,BUSINESS,146978.08000000002,136.8,109251.28,37590.0,5296.0,42.0,5260.0,12.0,18882.0,275.0,1988.0,12984.0,3611.0,10615.0,7598.0,669.0
771,2024,26350.0,BUSINESS,165887.074,974.8,127322.274,37590.0,6102.0,76.0,6048.0,12.0,19351.0,276.0,2115.0,13257.0,3685.0,10597.0,8046.0,706.0
772,2021,26430.0,BUSINESS,95334.3,72.0,95262.3,0.0,5500.0,18.0,5484.0,4.0,1453.0,663.0,243.0,455.0,93.0,908.0,523.0,22.0
773,2022,26430.0,BUSINESS,112915.2,331.8,112483.8,99.6,6320.0,46.0,6270.0,12.0,1505.0,680.0,253.0,470.0,100.0,904.0,571.0,29.0
774,2023,26430.0,BUSINESS,126818.47,377.8,126341.07,99.6,6808.0,50.0,6754.0,12.0,1515.0,667.0,253.0,481.0,113.0,923.0,565.0,27.0
775,2024,26430.0,BUSINESS,181253.444,40457.8,140696.044,99.6,7388.0,70.0,7322.0,12.0,1547.0,655.0,263.0,497.0,116.0,926.0,590.0,24.0
776,2021,26490.0,BUSINESS,201401.93,240.0,201161.93,0.0,3118.0,42.0,3106.0,0.0,3945.0,422.0,1074.0,1926.0,520.0,2409.0,1486.0,50.0
777,2022,26490.0,BUSINESS,214503.692,352.0,214112.092,39.599999999999994,3908.0,62.0,3890.0,6.0,4268.0,433.0,1164.0,2114.0,574.0,2464.0,1738.0,64.0
778,2023,26490.0,BUSINESS,224768.772,686.0,224043.172,39.599999999999994,4394.0,90.0,4362.0,6.0,4374.0,431.0,1180.0,2164.0,597.0,2463.0,1841.0,70.0
779,2024,26490.0,BUSINESS,235795.03,1176.0,234579.63,39.599999999999994,4826.0,118.0,4786.0,6.0,4470.0,426.0,1209.0,2215.0,629.0,2516.0,1874.0,80.0
780,2021,26610.0,BUSINESS,119315.62,13200.0,106115.62,0.0,4448.0,4.0,4448.0,0.0,2548.0,956.0,414.0,1085.0,94.0,1233.0,1211.0,104.0
781,2022,26610.0,BUSINESS,141817.009,19820.0,121997.009,0.0,5109.0,8.0,5109.0,0.0,2637.0,934.0,434.0,1164.0,89.0,1273.0,1253.0,110.0
782,2023,26610.0,BUSINESS,158719.569,19860.0,138859.569,0.0,5541.0,12.0,5541.0,0.0,2664.0,911.0,478.0,1183.0,92.0,1257.0,1300.0,107.0
783,2024,26610.0,BUSINESS,170617.409,19900.0,150717.409,0.0,5860.0,20.0,5854.0,0.0,2689.0,897.0,481.0,1225.0,91.0,1217.0,1343.0,122.0
784,2021,26670.0,BUSINESS,52336.0,420.6,51915.399999999994,0.0,3442.0,24.0,3418.0,0.0,912.0,498.0,120.0,256.0,34.0,499.0,403.0,10.0
785,2022,26670.0,BUSINESS,55184.74,562.6,54622.14,0.0,3612.0,32.0,3580.0,0.0,949.0,513.0,123.0,264.0,34.0,534.0,412.0,7.0
786,2023,26670.0,BUSINESS,59819.56,1542.6,58276.96,0.0,3896.0,98.0,3804.0,0.0,979.0,523.0,125.0,292.0,38.0,548.0,418.0,13.0
787,2024,26670.0,BUSINESS,64473.7,2235.8,62237.9,0.0,4178.0,130.0,4054.0,0.0,960.0,504.0,122.0,297.0,36.0,513.0,439.0,15.0
788,2021,26700.0,BUSINESS,127228.64,2331.0,68197.64,56700.0,4444.0,4.0,4428.0,12.0,3077.0,862.0,656.0,1365.0,192.0,1843.0,1173.0,61.0
789,2022,26700.0,BUSINESS,141892.75,7119.8,78034.61,56738.34,5222.0,24.0,5186.0,12.0,3219.0,876.0,688.0,1439.0,213.0,1873.0,1270.0,71.0
790,2023,26700.0,BUSINESS,207207.46,63232.8,87236.32,56738.34,5616.0,40.0,5564.0,12.0,3260.0,885.0,706.0,1460.0,207.0,1862.0,1317.0,81.0
791,2024,26700.0,BUSINESS,247411.66,91368.6,99304.72,56738.34,6122.0,68.0,6044.0,12.0,3237.0,860.0,686.0,1496.0,198.0,1832.0,1336.0,66.0
792,2021,26730.0,BUSINESS,23478.28,0.0,23478.28,0.0,1402.0,0.0,1402.0,0.0,2744.0,254.0,661.0,1627.0,200.0,1418.0,1242.0,84.0
793,2022,26730.0,BUSINESS,32167.6,0.0,32167.6,0.0,1710.0,0.0,1710.0,0.0,2885.0,256.0,684.0,1733.0,211.0,1492.0,1293.0,94.0
794,2023,26730.0,BUSINESS,37190.08,40.0,37150.08,0.0,1894.0,4.0,1894.0,0.0,2917.0,257.0,694.0,1751.0,214.0,1459.0,1351.0,107.0
795,2024,26730.0,BUSINESS,45248.08,732.0,44516.68,0.0,2196.0,74.0,2196.0,0.0,3020.0,265.0,703.0,1826.0,223.0,1521.0,1378.0,115.0
796,2021,26810.0,BUSINESS,138907.2,2633.6,131465.6,4808.0,7698.0,42.0,7652.0,4.0,4061.0,1442.0,768.0,1648.0,203.0,2352.0,1606.0,103.0
797,2022,26810.0,BUSINESS,160682.274,8222.6,152459.674,0.0,8924.0,112.0,8812.0,0.0,4262.0,1465.0,808.0,1749.0,219.0,2427.0,1729.0,114.0
798,2023,26810.0,BUSINESS,236326.074,64612.4,171713.674,0.0,9738.0,152.0,9586.0,0.0,4327.0,1455.0,839.0,1792.0,241.0,2394.0,1799.0,134.0
799,2024,26810.0,BUSINESS,408249.964,215844.6,192405.364,0.0,10546.0,198.0,10344.0,4.0,4351.0,1424.0,843.0,1859.0,226.0,2443.0,1780.0,138.0
800,2021,26890.0,BUSINESS,90564.34,156.8,90407.54,0.0,5006.0,18.0,4996.0,0.0,787.0,533.0,48.0,195.0,11.0,337.0,434.0,16.0
801,2022,26890.0,BUSINESS,111691.84,520.2,100126.24,11046.0,5818.0,66.0,5780.0,14.0,817.0,516.0,51.0,227.0,14.0,336.0,460.0,20.0
802,2023,26890.0,BUSINESS,109917.04,789.4,105942.23999999999,3186.0,6038.0,94.0,5990.0,12.0,798.0,510.0,49.0,226.0,13.0,349.0,426.0,23.0
803,2024,26890.0,BUSINESS,117058.152,1028.2,112844.552,3186.0,6256.0,116.0,6212.0,12.0,809.0,508.0,50.0,239.0,15.0,363.0,428.0,20.0
804,2021,26980.0,BUSINESS,132533.52,601.8,126801.72,5130.0,6442.0,154.0,6304.0,18.0,17616.0,126.0,3115.0,11457.0,2906.0,11586.0,5628.0,402.0
805,2022,26980.0,BUSINESS,155032.6,1026.8,148826.9,5178.9,7458.0,184.0,7310.0,30.0,18804.0,121.0,3225.0,12384.0,3054.0,12281.0,6094.0,420.0
806,2023,26980.0,BUSINESS,208370.22,27513.8,175677.52,5178.9,8198.0,200.0,8052.0,30.0,18847.0,115.0,3195.0,12429.0,3094.0,11870.0,6516.0,461.0
807,2024,26980.0,BUSINESS,253424.62,27963.8,220281.92,5178.9,9180.0,230.0,9036.0,34.0,19245.0,114.0,3173.0,12854.0,3092.0,11984.0,6779.0,483.0
808,2021,27070.0,BUSINESS,225172.946,491.6,224681.346,0.0,11842.0,42.0,11800.0,0.0,17857.0,150.0,4970.0,11373.0,1357.0,12079.0,5334.0,444.0
809,2022,27070.0,BUSINESS,331928.874,67746.6,263939.034,214.14000000000001,13774.0,132.0,13606.0,36.0,20997.0,123.0,5544.0,13741.0,1576.0,14442.0,6058.0,493.0
810,2023,27070.0,BUSINESS,750994.0492,439514.0,311232.3092,214.14000000000001,15324.0,216.0,15078.0,36.0,21569.0,146.0,5763.0,13938.0,1713.0,14247.0,6729.0,593.0
811,2024,27070.0,BUSINESS,886936.2268,510325.8,376411.6868,187.74,17318.0,286.0,17024.0,36.0,22808.0,146.0,5846.0,15046.0,1766.0,14965.0,7223.0,623.0
812,2021,27170.0,BUSINESS,71048.36,1173.6,69874.76,0.0,3750.0,16.0,3736.0,0.0,2996.0,208.0,928.0,1588.0,269.0,1679.0,1220.0,97.0
813,2022,27170.0,BUSINESS,113680.81999999999,33870.799999999996,79715.16,94.86,4076.0,32.0,4038.0,12.0,3208.0,230.0,970.0,1706.0,288.0,1778.0,1317.0,107.0
814,2023,27170.0,BUSINESS,184881.47,98225.59999999999,86561.01,94.86,4344.0,66.0,4280.0,12.0,3259.0,225.0,984.0,1754.0,293.0,1760.0,1385.0,114.0
815,2024,27170.0,BUSINESS,190176.77,98432.59999999999,91649.31,94.86,4618.0,80.0,4544.0,12.0,3280.0,214.0,992.0,1797.0,284.0,1775.0,1392.0,113.0
816,2021,27260.0,BUSINESS,627671.654,256.0,483745.654,143670.0,12424.0,32.0,12400.0,24.0,23851.0,243.0,4023.0,17052.0,2521.0,17148.0,6266.0,437.0
817,2022,27260.0,BUSINESS,684061.02,369.8,539922.82,143768.4,15224.0,62.0,15174.0,36.0,30846.0,256.0,4734.0,22854.0,2987.0,22878.0,7451.0,514.0
818,2023,27260.0,BUSINESS,753549.946,465.8,609315.746,143768.4,16514.0,82.0,16460.0,36.0,31837.0,264.0,4841.0,23471.0,3245.0,22838.0,8391.0,608.0
819,2024,27260.0,BUSINESS,877017.846,10787.8,722461.646,143768.4,18746.0,118.0,18680.0,36.0,34886.0,245.0,5156.0,25851.0,3611.0,24967.0,9278.0,646.0
820,2021,27350.0,BUSINESS,501242.08400000003,0.0,457721.684,43520.4,4602.0,0.0,4554.0,48.0,15897.0,126.0,1764.0,10382.0,3599.0,9108.0,6087.0,702.0
821,2022,27350.0,BUSINESS,526275.922,52.0,483423.522,42800.4,6036.0,12.0,5990.0,42.0,16692.0,144.0,1798.0,10997.0,3739.0,9341.0,6522.0,839.0
822,2023,27350.0,BUSINESS,541149.642,203.0,498574.24199999997,42372.4,6588.0,34.0,6544.0,38.0,16717.0,146.0,1810.0,10967.0,3774.0,8894.0,6882.0,941.0
823,2024,27350.0,BUSINESS,563845.076,437.0,520643.676,42764.4,7566.0,60.0,7508.0,42.0,16742.0,141.0,1801.0,10997.0,3779.0,8714.0,7040.0,1000.0
824,2021,27450.0,BUSINESS,175847.88,1240.2,174607.68,0.0,9406.0,44.0,9332.0,30.0,13448.0,762.0,4944.0,6168.0,1567.0,8489.0,4745.0,214.0
825,2022,27450.0,BUSINESS,370426.60000000003,161262.4,209068.0,96.0,11196.0,126.0,11058.0,18.0,14025.0,766.0,5037.0,6649.0,1581.0,8499.0,5269.0,257.0
826,2023,27450.0,BUSINESS,884827.06,652551.8,232179.26,96.0,12322.0,174.0,12136.0,18.0,14010.0,758.0,5013.0,6599.0,1632.0,8202.0,5525.0,283.0
827,2024,27450.0,BUSINESS,971918.89,701575.4,268357.09,1986.0,13812.0,244.0,13540.0,36.0,13993.0,734.0,4892.0,6716.0,1637.0,7976.0,5744.0,279.0
828,2021,27630.0,BUSINESS,26928.934,0.0,26928.934,0.0,2200.0,0.0,2200.0,0.0,954.0,554.0,73.0,301.0,23.0,443.0,476.0,35.0
829,2022,27630.0,BUSINESS,61212.65,230.0,60982.65,0.0,2738.0,20.0,2738.0,0.0,947.0,539.0,80.0,305.0,26.0,416.0,486.0,39.0
830,2023,27630.0,BUSINESS,67960.53,360.0,67600.53,0.0,3010.0,30.0,3004.0,0.0,938.0,537.0,82.0,291.0,24.0,418.0,472.0,48.0
831,2024,27630.0,BUSINESS,71307.89,370.0,70937.89,0.0,3148.0,32.0,3142.0,0.0,940.0,540.0,77.0,291.0,20.0,385.0,480.0,70.0
832,2021,29399.0,BUSINESS,34840.0,400.8,34439.2,0.0,2434.0,28.0,2400.0,6.0,152.0,18.0,4.0,124.0,5.0,104.0,49.0,0.0
833,2022,29399.0,BUSINESS,38766.42,660.4,38106.02,0.0,2862.0,62.0,2800.0,0.0,195.0,24.0,9.0,161.0,11.0,119.0,76.0,0.0
834,2023,29399.0,BUSINESS,107695.31999999999,65920.0,41775.32,0.0,3042.0,74.0,2968.0,0.0,194.0,19.0,9.0,159.0,8.0,86.0,100.0,8.0
835,2024,29399.0,BUSINESS,159760.0,112563.6,47195.6,0.0,3362.0,122.0,3236.0,4.0,203.0,16.0,7.0,173.0,8.0,92.0,97.0,3.0
836,2021,30300.0,BUSINESS,65870.8,0.0,65870.8,0.0,2492.0,0.0,2492.0,0.0,902.0,501.0,109.0,268.0,25.0,473.0,410.0,19.0
837,2022,30300.0,BUSINESS,54755.0,36.0,54719.0,0.0,2634.0,2.0,2634.0,0.0,901.0,499.0,106.0,277.0,24.0,398.0,458.0,44.0
838,2023,30300.0,BUSINESS,59671.4,529.2,59142.200000000004,0.0,2870.0,42.0,2858.0,0.0,922.0,513.0,96.0,283.0,28.0,382.0,495.0,45.0
839,2024,30300.0,BUSINESS,63974.4,711.2,63263.2,0.0,3110.0,62.0,3092.0,0.0,941.0,498.0,100.0,308.0,26.0,405.0,490.0,50.0
840,2021,30370.0,BUSINESS,115824.18,2175.6,103800.58,9848.0,6040.0,64.0,6032.0,8.0,2463.0,1560.0,234.0,618.0,47.0,1463.0,960.0,40.0
841,2022,30370.0,BUSINESS,115639.73,2659.6,112829.8,150.32999999999998,6520.0,78.0,6492.0,24.0,2517.0,1573.0,241.0,663.0,50.0,1401.0,1079.0,44.0
842,2023,30370.0,BUSINESS,121506.33,2756.8,118598.6,150.32999999999998,6824.0,90.0,6792.0,24.0,2508.0,1570.0,230.0,657.0,48.0,1319.0,1132.0,57.0
843,2024,30370.0,BUSINESS,140073.53,3491.2000000000003,136431.4,150.32999999999998,7368.0,120.0,7328.0,24.0,2535.0,1569.0,240.0,665.0,52.0,1383.0,1091.0,63.0
844,2021,30410.0,BUSINESS,81044.64,1287.6,71909.04,7848.0,4538.0,60.0,4520.0,6.0,572.0,349.0,50.0,157.0,19.0,266.0,300.0,6.0
845,2022,30410.0,BUSINESS,82473.16,1397.2,80996.4,79.56,4902.0,66.0,4878.0,12.0,620.0,364.0,64.0,171.0,21.0,280.0,317.0,25.0
846,2023,30410.0,BUSINESS,89201.36,1389.4,87732.4,79.56,5164.0,72.0,5138.0,12.0,615.0,365.0,67.0,164.0,18.0,271.0,328.0,16.0
847,2024,30410.0,BUSINESS,103252.16,1503.0,101669.6,79.56,5704.0,88.0,5674.0,12.0,626.0,350.0,71.0,200.0,21.0,291.0,316.0,19.0
848,2021,30450.0,BUSINESS,25514.24,9312.0,16202.24,0.0,876.0,6.0,876.0,0.0,64.0,43.0,5.0,16.0,4.0,28.0,33.0,0.0
849,2022,30450.0,BUSINESS,27553.739999999998,9312.0,18241.739999999998,0.0,948.0,6.0,948.0,0.0,73.0,46.0,9.0,20.0,3.0,29.0,39.0,3.0
850,2023,30450.0,BUSINESS,29651.54,9312.0,20339.54,0.0,1042.0,6.0,1042.0,0.0,73.0,46.0,6.0,13.0,6.0,37.0,34.0,3.0
851,2024,30450.0,BUSINESS,31880.74,9394.8,22485.940000000002,0.0,1148.0,12.0,1148.0,0.0,77.0,41.0,9.0,17.0,9.0,43.0,37.0,0.0
852,2021,30760.0,BUSINESS,46795.4,257.6,38689.8,7848.0,2760.0,20.0,2754.0,6.0,359.0,199.0,44.0,104.0,9.0,187.0,169.0,3.0
853,2022,30760.0,BUSINESS,45233.32,317.6,44836.16,79.56,2940.0,26.0,2928.0,12.0,366.0,202.0,46.0,103.0,11.0,189.0,181.0,6.0
854,2023,30760.0,BUSINESS,48390.72,392.8,47918.36,79.56,3076.0,34.0,3064.0,12.0,389.0,215.0,43.0,123.0,9.0,180.0,202.0,7.0
855,2024,30760.0,BUSINESS,54769.12,483.20000000000005,53906.36,379.56,3304.0,44.0,3290.0,14.0,409.0,222.0,49.0,127.0,13.0,203.0,202.0,5.0
856,2021,30900.0,BUSINESS,3998.6,0.0,3998.6,0.0,348.0,0.0,348.0,0.0,58.0,26.0,10.0,24.0,0.0,27.0,25.0,4.0
857,2022,30900.0,BUSINESS,6791.6,116.0,6655.2,20.4,380.0,2.0,374.0,4.0,59.0,26.0,13.0,20.0,0.0,20.0,32.0,3.0
858,2023,30900.0,BUSINESS,11916.4,348.0,11507.2,61.199999999999996,448.0,6.0,430.0,12.0,63.0,27.0,13.0,28.0,0.0,32.0,30.0,0.0
859,2024,30900.0,BUSINESS,12420.0,348.0,12010.8,61.199999999999996,480.0,6.0,462.0,12.0,62.0,24.0,12.0,21.0,0.0,25.0,30.0,0.0
860,2021,31000.0,BUSINESS,1040544.968,11822.4,993262.568,35460.0,38510.0,350.0,38416.0,18.0,130928.0,1929.0,21131.0,83987.0,23749.0,77903.0,48600.0,4425.0
861,2022,31000.0,BUSINESS,1213266.658,12979.6,1186040.16,14246.898,43086.0,470.0,42796.0,152.0,135490.0,1943.0,21683.0,86945.0,24787.0,77522.0,52877.0,5094.0
862,2023,31000.0,BUSINESS,1410646.99796,15412.8,1365189.73996,30045.258,46500.0,568.0,46156.0,150.0,138801.0,1915.0,22188.0,89367.0,25199.0,77599.0,55591.0,5611.0
863,2024,31000.0,BUSINESS,1819581.21792,18041.2,1768375.15992,33165.258,52488.0,818.0,52068.0,170.0,142547.0,1906.0,22339.0,92431.0,25777.0,78279.0,58127.0,6142.0
864,2021,31750.0,BUSINESS,31997.8,9372.0,22625.8,0.0,1868.0,12.0,1868.0,0.0,42.0,21.0,6.0,15.0,0.0,25.0,13.0,6.0
865,2022,31750.0,BUSINESS,33511.34,9372.0,24139.34,0.0,1916.0,12.0,1916.0,0.0,51.0,15.0,8.0,20.0,3.0,25.0,22.0,3.0
866,2023,31750.0,BUSINESS,35476.74,9372.0,26104.739999999998,0.0,2000.0,12.0,2000.0,0.0,49.0,19.0,9.0,21.0,3.0,30.0,16.0,3.0
867,2024,31750.0,BUSINESS,36950.54,9454.8,27495.739999999998,0.0,2086.0,18.0,2086.0,0.0,54.0,18.0,11.0,20.0,0.0,26.0,17.0,3.0
868,2021,31820.0,BUSINESS,193193.32,2377.6,190815.12,0.0,9774.0,160.0,9716.0,0.0,6608.0,1466.0,1430.0,3279.0,428.0,3846.0,2571.0,191.0
869,2022,31820.0,BUSINESS,213005.76,3344.6,209583.28,30.0,10522.0,198.0,10434.0,6.0,6953.0,1466.0,1481.0,3531.0,472.0,3891.0,2852.0,216.0
870,2023,31820.0,BUSINESS,228825.4,3584.6,224555.6,30.0,11174.0,206.0,11082.0,6.0,7201.0,1430.0,1594.0,3680.0,491.0,3988.0,2968.0,245.0
871,2024,31820.0,BUSINESS,269941.834,5423.6,264269.83400000003,30.0,12278.0,266.0,12166.0,6.0,7375.0,1400.0,1626.0,3841.0,503.0,4008.0,3116.0,257.0
872,2021,31900.0,BUSINESS,113660.2,463.2,113197.0,0.0,5404.0,54.0,5398.0,0.0,2110.0,1048.0,276.0,703.0,79.0,991.0,1082.0,37.0
873,2022,31900.0,BUSINESS,137384.16,1760.0,135594.16,30.0,6180.0,70.0,6162.0,6.0,2116.0,1037.0,277.0,724.0,78.0,931.0,1142.0,48.0
874,2023,31900.0,BUSINESS,154630.76,2718.6,151882.16,30.0,6730.0,80.0,6698.0,6.0,2089.0,1008.0,278.0,726.0,76.0,915.0,1127.0,47.0
875,2024,31900.0,BUSINESS,185453.16,2985.4,182437.76,30.0,7638.0,98.0,7602.0,6.0,2052.0,990.0,269.0,714.0,75.0,809.0,1196.0,53.0
876,2021,31950.0,BUSINESS,2575.8,0.0,2575.8,0.0,216.0,0.0,216.0,0.0,35.0,11.0,3.0,17.0,0.0,17.0,19.0,0.0
877,2022,31950.0,BUSINESS,5102.0,116.0,4965.6,20.4,246.0,2.0,240.0,4.0,38.0,11.0,0.0,25.0,3.0,25.0,17.0,0.0
878,2023,31950.0,BUSINESS,9954.4,348.0,9545.2,61.199999999999996,304.0,6.0,286.0,12.0,42.0,14.0,8.0,26.0,0.0,22.0,20.0,0.0
879,2024,31950.0,BUSINESS,10063.800000000001,348.0,9654.6,61.199999999999996,320.0,6.0,302.0,12.0,40.0,13.0,8.0,18.0,3.0,19.0,19.0,0.0
880,2021,32080.0,BUSINESS,265722.57,225.6,258896.97,6600.0,9936.0,46.0,9926.0,6.0,13812.0,749.0,3049.0,8480.0,1516.0,8227.0,5266.0,319.0
881,2022,32080.0,BUSINESS,267527.828,623.8,266606.488,297.54,10852.0,64.0,10820.0,24.0,14426.0,775.0,3183.0,8877.0,1576.0,8226.0,5822.0,377.0
882,2023,32080.0,BUSINESS,288622.472,1414.6,286878.332,297.54,11606.0,108.0,11562.0,24.0,14720.0,739.0,3232.0,9162.0,1560.0,8193.0,6113.0,414.0
883,2024,32080.0,BUSINESS,330913.874,4212.2,326387.534,297.54,12738.0,220.0,12678.0,28.0,14844.0,718.0,3203.0,9338.0,1558.0,8091.0,6299.0,451.0
884,2021,32250.0,BUSINESS,56119.28,180.0,55939.28,0.0,1966.0,18.0,1966.0,0.0,180.0,54.0,35.0,90.0,3.0,85.0,88.0,7.0
885,2022,32250.0,BUSINESS,61074.0,385.6,60668.0,20.4,2124.0,24.0,2118.0,4.0,178.0,56.0,27.0,91.0,3.0,71.0,101.0,6.0
886,2023,32250.0,BUSINESS,68693.8,534.6,68098.0,61.199999999999996,2286.0,26.0,2266.0,12.0,181.0,52.0,32.0,94.0,4.0,70.0,100.0,11.0
887,2024,32250.0,BUSINESS,74278.4,547.8,73669.4,61.199999999999996,2428.0,30.0,2400.0,16.0,175.0,46.0,35.0,105.0,5.0,75.0,93.0,15.0
888,2021,32260.0,BUSINESS,82995.08,210.6,82784.48,0.0,4890.0,42.0,4890.0,0.0,3181.0,1187.0,550.0,1298.0,144.0,1909.0,1213.0,59.0
889,2022,32260.0,BUSINESS,90578.32,416.2,90162.12,0.0,5208.0,48.0,5206.0,0.0,3271.0,1199.0,562.0,1353.0,152.0,1882.0,1316.0,68.0
890,2023,32260.0,BUSINESS,97388.16,895.6,96492.96,0.0,5390.0,60.0,5382.0,0.0,3249.0,1169.0,565.0,1360.0,154.0,1807.0,1362.0,80.0
891,2024,32260.0,BUSINESS,112984.42,1478.0,111507.02,0.0,5738.0,80.0,5722.0,4.0,3224.0,1145.0,577.0,1359.0,155.0,1780.0,1361.0,83.0
892,2021,32270.0,BUSINESS,83829.08,1192.8,74788.28,7848.0,4884.0,44.0,4864.0,6.0,3335.0,1435.0,478.0,1274.0,148.0,1642.0,1604.0,89.0
893,2022,32270.0,BUSINESS,246320.16,1402.0,244838.59999999998,79.56,5294.0,52.0,5264.0,12.0,3405.0,1445.0,484.0,1319.0,151.0,1660.0,1642.0,108.0
894,2023,32270.0,BUSINESS,255928.96,1507.6,254341.8,79.56,5642.0,66.0,5610.0,12.0,3509.0,1476.0,496.0,1375.0,160.0,1658.0,1722.0,129.0
895,2024,32270.0,BUSINESS,272860.76,1742.0,271039.2,79.56,6202.0,86.0,6162.0,16.0,3518.0,1481.0,476.0,1385.0,170.0,1681.0,1707.0,137.0
896,2021,32310.0,BUSINESS,143160.28,701.2,142459.68,0.0,7796.0,102.0,7778.0,0.0,1141.0,479.0,186.0,445.0,30.0,596.0,512.0,33.0
897,2022,32310.0,BUSINESS,189100.32,2096.0,186965.32,39.599999999999994,8498.0,132.0,8460.0,6.0,1207.0,511.0,179.0,460.0,37.0,633.0,533.0,32.0
898,2023,32310.0,BUSINESS,210849.84,5042.8,205768.24,39.599999999999994,9142.0,186.0,9062.0,6.0,1195.0,511.0,186.0,459.0,37.0,596.0,558.0,41.0
899,2024,32310.0,BUSINESS,244829.78,6083.6,238707.78,39.599999999999994,10126.0,242.0,10042.0,10.0,1219.0,525.0,179.0,476.0,28.0,638.0,553.0,34.0
900,2021,32330.0,BUSINESS,9233.8,0.0,9233.8,0.0,832.0,0.0,832.0,0.0,5.0,0.0,0.0,9.0,3.0,0.0,3.0,0.0
901,2022,32330.0,BUSINESS,10665.16,0.0,10665.16,0.0,860.0,0.0,860.0,0.0,6.0,0.0,0.0,9.0,0.0,4.0,3.0,0.0
902,2023,32330.0,BUSINESS,12077.16,0.0,12077.16,0.0,916.0,0.0,916.0,0.0,8.0,0.0,0.0,12.0,0.0,3.0,3.0,0.0
903,2024,32330.0,BUSINESS,14415.28,0.0,14415.28,0.0,1006.0,0.0,1006.0,0.0,7.0,0.0,0.0,9.0,0.0,3.0,3.0,0.0
904,2021,32450.0,BUSINESS,3998.6,0.0,3998.6,0.0,348.0,0.0,348.0,0.0,318.0,117.0,49.0,141.0,12.0,139.0,158.0,21.0
905,2022,32450.0,BUSINESS,6791.6,116.0,6655.2,20.4,380.0,2.0,374.0,4.0,333.0,114.0,61.0,147.0,15.0,144.0,170.0,21.0
906,2023,32450.0,BUSINESS,11916.4,348.0,11507.2,61.199999999999996,448.0,6.0,430.0,12.0,353.0,116.0,61.0,167.0,11.0,162.0,174.0,17.0
907,2024,32450.0,BUSINESS,12420.0,348.0,12010.8,61.199999999999996,480.0,6.0,462.0,12.0,358.0,114.0,61.0,175.0,12.0,168.0,178.0,16.0
908,2021,32500.0,BUSINESS,26580.88,30.0,26550.88,0.0,1532.0,6.0,1532.0,0.0,337.0,68.0,104.0,146.0,18.0,175.0,157.0,6.0
909,2022,32500.0,BUSINESS,28731.8,30.0,28701.8,0.0,1634.0,6.0,1634.0,0.0,363.0,78.0,108.0,169.0,16.0,185.0,162.0,12.0
910,2023,32500.0,BUSINESS,29813.0,62.0,29751.0,0.0,1668.0,8.0,1668.0,0.0,371.0,74.0,111.0,165.0,21.0,187.0,173.0,11.0
911,2024,32500.0,BUSINESS,36930.8,317.6,36613.2,0.0,1800.0,20.0,1796.0,4.0,400.0,76.0,120.0,183.0,26.0,216.0,181.0,8.0
912,2021,32600.0,BUSINESS,54143.48,180.0,53963.48,0.0,1866.0,18.0,1866.0,0.0,32.0,16.0,6.0,15.0,0.0,12.0,21.0,0.0
913,2022,32600.0,BUSINESS,58899.0,385.6,58493.0,20.4,2022.0,24.0,2016.0,4.0,36.0,15.0,11.0,10.0,0.0,11.0,23.0,0.0
914,2023,32600.0,BUSINESS,65734.8,534.6,65139.0,61.199999999999996,2152.0,26.0,2132.0,12.0,35.0,15.0,8.0,12.0,0.0,14.0,19.0,0.0
915,2024,32600.0,BUSINESS,71027.4,547.8,70418.4,61.199999999999996,2290.0,30.0,2262.0,16.0,39.0,16.0,10.0,6.0,0.0,13.0,20.0,3.0
916,2021,32750.0,BUSINESS,10357.84,0.0,10357.84,0.0,566.0,0.0,566.0,0.0,29.0,6.0,8.0,13.0,3.0,13.0,15.0,3.0
917,2022,32750.0,BUSINESS,11459.0,0.0,11459.0,0.0,608.0,0.0,608.0,0.0,27.0,9.0,9.0,13.0,0.0,18.0,9.0,3.0
918,2023,32750.0,BUSINESS,13147.0,0.0,13147.0,0.0,680.0,0.0,680.0,0.0,24.0,10.0,6.0,9.0,3.0,12.0,11.0,0.0
919,2024,32750.0,BUSINESS,15045.2,82.80000000000001,14962.4,0.0,766.0,6.0,766.0,0.0,28.0,11.0,6.0,11.0,0.0,10.0,11.0,3.0
920,2022,32770.0,BUSINESS,2407.4,116.0,2271.0,20.4,28.0,2.0,22.0,4.0,7.0,0.0,3.0,9.0,0.0,3.0,3.0,0.0
921,2023,32770.0,BUSINESS,7222.200000000001,348.0,6813.0,61.199999999999996,84.0,6.0,66.0,12.0,6.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0
922,2024,32770.0,BUSINESS,7270.200000000001,348.0,6861.0,61.199999999999996,92.0,6.0,74.0,12.0,6.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0
923,2021,32810.0,BUSINESS,36451.48,111.6,36339.88,0.0,1962.0,16.0,1958.0,0.0,1367.0,164.0,293.0,807.0,102.0,839.0,523.0,3.0
